"ID";"P08";"P10";"P11";"P12";"P13";"P14";"P15_15";"P15_16";"P15_17";"P15_18";"P15_19";"P15_20";"P15_21";"P22";"P23";"P24_24";"P24_25";"P24_26";"P24_27";"P24_28";"P24_29";"P30";"P31";"P32";"P33_33";"P33_34";"P33_35";"P33_36";"P33_37";"P38";"P39";"P40";"P41_41";"P41_42";"P41_43";"P41_44";"P41_45";"P46";"P47";"P48";"P54";"P55_55";"P55_56";"P55_57";"P55_58";"P55_59";"P62";"P63";"P64_64";"P64_65";"P64_66";"P64_67";"P64_68";"P64_69";"P64_70";"P64_71";"P73_73";"P73_74";"P73_75";"P77_77";"P77_78";"P77_79";"P77_80";"P77_81";"P77_82";"P77_83";"P84_84";"P84_85";"P84_86";"P84_87";"P84_88";"P84_89";"P92";"V03";"V04";"V05";"V06";"V07";"V08";"V09";"V10";"V11";"V11b";"V12";"V12a";"V12B";"V13";"V14";"VD_P49A";"VD_P50A";"VD_P51A";"VD_P52A";"VD_P53A";"VD_P49B";"VD_P50B";"VD_P51B";"VD_P52B";"VD_P53B";"VD_P55B";"VD_P55_60";"VD_P64_72";"VD_P76";"VD_P90";"VD_P92A";"VD_RACA";"VD_REGIAO";"VD_IDADE";"VD_EDUCACAO";"VD_DOMICILIO";"VD_PORTE";"POP_UF_idade";"POP_UF_raca";"POP_UF_edu";"POP_UF_porte";"POP_UF_residencia";"W1";"W2"
"7846";41;2;3;2;3;3;2;2;2;1;1;3;1;1;2;1;1;1;1;1;2;2;2;1;1;2;1;2;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3;1;1;2;;;;;1;;2;;;1;1;;;;;;;;;;;;97;2;97;4;3;1;4;2;5;1;1;445745;3116799,95964981;1395869,7336891;1731233;4217476,99265909;1,09731593661602;6000,15770196009
"7847";25;3;1;1;1;3;2;2;1;1;2;1;1;2;2;1;1;1;2;2;2;2;2;1;2;2;1;1;1;1;2;1;2;2;1;2;1;2;2;;;2;2;2;2;1;2;;2;2;1;1;2;2;1;1;;;;2;2;1;2;2;2;1;2;2;2;2;2;2;1;4;1;1;1;1;1;;;;;;;1;1;3;3;;;1;;;;;;;2;2;2;2;2;1;1;2;5;7;1;3;158690;558890,888639288;216695,406122903;360279;1261071,51373576;0,289162127968898;364,011399933548
"7848";41;3;1;2;2;3;1;1;1;1;1;1;1;2;1;1;1;1;1;2;2;2;2;2;;;;;;1;2;1;1;1;1;2;1;1;2;;;2;2;1;2;2;1;2;1;1;1;1;2;2;2;1;1;1;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3;1;1;2;;;;;1;;1;3;1;3;1;3;;;1;;;;;;;2;2;2;3;3;2;1;4;6;5;1;3;403354;3116799,95964981;1395869,7336891;1026407;4217476,99265909;1,46320152495498;4162,5817235973
"7849";22;1;1;97;1;1;1;2;2;3;2;2;2;2;3;1;1;1;1;1;1;2;1;1;1;1;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;4;2;2;2;;;;;2;2;2;;;1;1;;;;;;;;;;;;97;2;97;4;2;4;2;4;6;2;1;135801;1038322,56423014;66696,800391716;785261;389021,418009926;0,215124176263052;1159,45179207251
"7850";21;2;1;1;1;3;1;1;1;1;1;1;4;2;1;1;1;1;1;1;1;2;2;1;1;2;1;2;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3;1;2;2;;;;;2;2;2;;;2;1;;;;;;;;;;;;97;2;97;3;1;4;2;2;5;2;2;265619;2080978,41115431;837457,581162813;860575;644168,904984862;0,75963817109392;4876,4423678357
"7851";31;3;1;2;1;4;2;1;2;1;1;1;2;2;2;1;1;2;1;1;2;2;2;1;1;1;1;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;;;;;1;;1;4;2;1;1;;;;;;;;;;;;97;2;97;5;2;4;3;5;2;1;1;833623;5015084,87690932;2225821,07567579;3374584;7540128,89355486;1,8479769645982;13138,0932602026
"7852";27;3;1;1;2;3;1;1;1;1;1;1;1;2;1;1;1;1;1;1;2;2;2;2;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;1;1;1;1;1;;;;;;;1;1;97;;;;;;;;;;;;97;2;97;3;;1;2;2;7;1;3;127153;347379,428715892;163801,684731019;410340;1002970,89902313;0,211822171114282;454,194356627242
"7853";35;3;1;2;2;3;1;1;1;1;1;1;1;2;1;1;1;1;1;2;2;2;2;1;1;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;4;2;1;1;1;2;1;;;;;;1;1;97;;;;;;;;;;;;97;2;97;5;1;1;3;1;6;1;2;2706212;11181216,8484687;1028401,50677568;8136323;18265345,6229506;6,24318532748843;24147,1009776505
"7854";41;2;1;1;1;2;2;2;2;1;2;1;1;2;2;1;1;1;1;2;1;2;2;1;1;2;1;2;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;1;2;1;2;1;2;2;2;2;2;2;2;3;2;1;2;;;;;2;2;1;1;2;1;1;;;;;;;;;;;;97;2;97;2;;4;4;4;4;1;2;446332;1602828,04035019;348386,71261888;1961988;4217476,99265909;0,731600762477492;1387,55318190134
"7855";24;2;1;1;1;2;1;1;3;1;1;1;1;2;1;1;1;1;1;1;1;2;2;1;1;2;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;1;1;2;;1;;;;;;1;1;1;;;;;;;;;;;;97;2;97;1;;1;2;4;5;1;2;139658;497043,521435503;411884,824827546;402759;1147251,81868533;0,236578335662274;876,821422683851
"7856";26;3;2;1;1;4;2;1;1;1;2;1;2;1;1;1;1;1;1;1;1;2;1;1;2;2;1;2;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;1;2;2;2;2;2;2;2;2;2;1;2;1;1;1;2;;1;;;;;;1;2;1;;;;;;;;;;;;97;2;97;2;0;2;2;5;3;1;3;368646;2450940,03939033;247154,348483425;943988;3214851,05338958;0,677977348931574;913,841047700518
"7857";41;3;3;1;1;3;1;2;2;1;1;2;1;1;1;1;1;1;1;1;2;2;2;2;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;2;2;2;2;2;2;2;2;2;2;1;3;1;1;2;;;;;1;;2;;;1;2;;;;;;;;;;;;97;2;97;5;3;1;4;4;5;1;2;446332;3116799,95964981;1395869,7336891;1961988;4217476,99265909;0,731600762477492;2695,67157243582
"7858";31;2;3;2;1;3;2;1;1;1;1;2;1;1;1;1;1;1;1;1;2;2;2;2;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3;1;1;1;3;;;1;;;;;1;1;3;;;;;;;;;;;;97;2;97;3;0;1;3;9;5;1;3;590542;3560587,12309068;2627141,27342489;1859625;7540128,89355486;1,8479769645982;3989,05730461074
"7859";25;3;2;1;1;4;3;3;1;1;1;2;4;1;1;1;1;1;1;1;1;2;2;1;1;1;1;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;1;2;2;2;1;2;2;2;2;2;2;2;4;1;1;1;1;1;;;;;;;1;1;1;;;;;;;;;;;;97;2;97;2;;1;2;1;7;1;1;266373;558890,888639288;216695,406122903;822628;1261071,51373576;0,289162127968898;2177,64350187808
"7860";24;3;1;2;97;3;2;2;2;1;2;1;1;1;1;1;2;1;1;1;1;2;1;2;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;1;2;2;2;2;2;2;2;2;2;2;1;4;1;1;1;3;;;2;;;;;1;1;1;;;;;;;;;;;;97;2;97;4;2;1;2;5;7;1;2;132837;497043,521435503;206671,675496797;402759;1147251,81868533;0,709735006986823;1593,58612986929
"7861";15;3;1;2;1;3;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;2;1;1;1;2;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;4;2;1;2;;;;;2;1;1;1;2;2;2;;;;;;;;;;;;97;2;97;5;0;1;1;8;6;1;2;176019;564503,344155671;160393,259654925;1615655;2360892,95661209;0,532037117894214;2135,4605665736
"7862";43;2;2;2;1;3;1;1;1;1;2;1;1;3;1;1;1;2;1;1;2;2;2;1;1;2;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;1;2;;1;;;;;;2;1;2;;;;;;;;;;;;97;2;97;4;1;1;4;5;3;1;1;422654;3610129,25112665;397247,636784735;1698898;4029583,56019369;1,03538086880076;6687,29566145265
"7863";28;3;2;1;1;3;2;1;2;1;2;2;1;1;1;1;1;1;2;2;2;2;1;1;1;1;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;2;2;2;2;2;2;2;2;2;2;1;4;1;1;1;3;;;2;;;;;1;1;2;;;;;;;;;;;;97;2;97;2;1;4;2;3;7;1;2;89804;690607,941093683;142693,223238106;247080;722112,086560352;0,155046549824753;518,556529934349
"7864";53;2;3;1;2;4;1;1;1;1;1;1;1;2;3;1;1;1;1;1;1;2;3;1;2;2;1;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;5;;1;2;;;;;2;2;1;3;1;1;1;;;;;;;;;;;;97;2;97;1;0;2;5;7;2;1;3;96186;719504,381764959;161530,575927945;1192401;1144552,13203908;0,308690015682969;1191,95132385271
"7865";25;2;3;1;3;3;2;1;3;1;2;1;2;2;2;1;2;1;2;1;1;2;2;2;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;1;1;1;2;;1;;;;;;1;1;1;;;;;;;;;;;;97;2;97;2;;4;2;5;7;1;2;158690;1064111,11136071;216695,406122903;440095;1261071,51373576;1,44581063984449;2249,60992037566
"7866";53;3;3;1;1;4;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;2;2;1;1;1;1;1;1;1;2;1;1;1;1;2;1;2;1;2;;2;2;2;2;;2;;2;2;2;2;2;2;2;2;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;4;1;1;1;1;1;;;;;;;1;1;3;5;;;;;;;;;;2;97;1;97;4;1;4;5;6;7;1;3;112932;719504,381764959;410550,621539486;1192401;1144552,13203908;0,308690015682969;883,095510998752
"7867";12;2;1;2;2;3;1;1;2;1;4;1;1;3;3;1;1;1;1;1;2;2;3;2;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3;2;1;2;;;;;1;;2;;;2;1;;;;;;;;;;;;97;2;97;5;3;1;1;4;4;1;2;32167;52161,8811091105;26570,6222328009;176659;244953,131703476;0,18360814923391;331,494958438752
"7868";28;2;1;2;1;3;1;1;3;1;2;2;2;2;1;1;2;1;1;1;1;2;2;1;1;1;1;2;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;2;1;1;3;;;1;;;;;1;2;1;;;;;;;;;;;;97;2;97;2;;4;2;2;6;1;1;91442;690607,941093683;49422,7723711186;391346;722112,086560352;0,155046549824753;1165,45921132806
"7869";42;1;2;1;2;3;2;1;2;1;2;1;1;1;1;1;1;1;1;1;2;2;2;1;1;2;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3;1;1;2;;;;;2;1;1;4;1;3;2;;;;;;;;;;;;97;2;97;4;2;1;4;5;5;1;2;305162;2467119,66278606;900535,141431364;1498571;2721026,22704136;0,704496739378584;1949,47823624603
"7870";14;3;1;1;1;3;1;1;1;1;1;2;1;2;3;1;1;1;2;2;1;2;1;1;1;2;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;1;2;2;2;2;2;2;3;1;1;1;3;;;2;;;;;1;5;1;;;;;;;;;;;;97;2;97;2;;4;1;3;5;1;2;25129;173113,145777793;85428,4192872601;153142;195557,263513212;0,0924530335804104;203,6672745673
"7871";25;2;1;1;1;3;1;1;1;1;1;1;1;2;2;1;1;1;2;2;1;2;2;2;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;2;2;2;2;1;2;2;2;2;2;2;1;4;1;1;1;1;1;;;;;;;1;1;3;;;;;;;;;;;;97;2;97;4;0;1;2;9;7;1;3;95710;558890,888639288;216695,406122903;360279;1261071,51373576;0,289162127968898;620,682857736469
"7872";17;2;1;1;1;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3;1;1;2;;;;;2;2;2;;;2;97;;;;;;;;;;;;97;2;97;3;0;1;1;8;5;1;2;36545;123370,740711119;179906,87434287;265330;497867,387793094;0,111757498848312;421,56518924948
"7873";28;2;3;2;1;3;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;1;1;1;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;4;1;1;1;3;;;1;;;;;1;2;3;;;;;;;;;;;;97;2;97;3;0;1;2;7;7;1;3;71409;214657,058906318;142693,223238106;266839;722112,086560352;0,155046549824753;419,598536300095
"7874";43;1;1;2;1;3;2;2;4;1;2;2;2;2;1;1;1;1;1;2;2;2;2;1;1;2;1;2;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;4;2;1;2;;;;;2;2;1;1;2;1;97;;;;;;;;;;;;97;2;97;2;0;1;4;10;6;1;2;878414;3610129,25112665;333318,973267257;2324503;4029583,56019369;0,753425607939382;2463,99407443055
"7875";17;2;4;2;2;3;1;1;3;1;1;3;2;1;2;1;1;1;1;2;2;2;2;1;1;1;1;2;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;4;1;1;2;;;;;2;2;1;4;1;2;3;;;;;;;;;;;;97;2;97;5;3;4;1;6;7;1;2;49183;446696,259288881;115064,751554722;265330;497867,387793094;0,335272496544936;518,122232983397
"7876";32;2;1;1;2;3;2;1;3;1;1;3;1;1;2;1;1;1;2;2;2;2;2;1;1;2;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;2;2;2;1;2;2;2;2;2;2;2;4;2;2;1;1;2;1;;;;;;2;97;2;;;;;;;;;;;;97;2;97;2;;4;3;4;6;2;3;161001;958616,589954958;85926,1793490347;211394;184835,053360704;0,326644879524269;232,643412795391
"7877";29;3;1;1;1;3;1;1;2;1;1;1;1;2;2;1;1;1;1;2;2;2;2;1;1;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3;1;1;2;;;;;2;2;2;;;1;97;;;;;;;;;;;;97;2;97;4;1;4;2;2;5;1;1;531569;4654381,54144773;1980274,99078912;2629696;4325699,27241818;0,244690649379529;2217,18755574755
"7878";25;3;3;1;1;3;1;1;1;1;1;1;1;2;3;1;1;1;1;2;2;2;2;1;1;2;1;2;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;97;2;2;2;2;2;2;2;2;2;2;2;2;1;3;1;1;2;;;;;2;2;2;;;2;1;;;;;;;;;;;;97;2;97;4;2;1;2;5;5;1;2;158690;558890,888639288;472710,19115071;440095;1261071,51373576;0,578324255937796;1690,80405294838
"7879";43;3;1;1;1;3;1;1;2;1;2;1;1;2;2;2;1;1;2;2;2;2;2;1;1;1;1;2;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;1;2;2;1;2;1;2;2;2;2;2;1;3;2;1;2;;;;;2;2;2;;;5;1;;;;;;;;;;;;97;2;97;3;1;4;4;4;4;1;1;421822;1020946,74887335;363994,16554625;1698898;4029583,56019369;3,10614260640228;6594,28473796763
"7880";16;3;3;1;1;3;1;1;1;1;1;2;1;2;2;1;1;1;2;1;2;2;2;1;1;2;1;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;2;2;2;2;2;2;2;2;2;2;2;1;3;1;1;2;;;;;1;;2;;;2;1;;;;;;;;;;;;97;2;97;4;3;4;1;2;5;1;2;32404;220844,336179983;88625,3054744267;206458;243938,710614161;0,0549228039233644;200,093593721543
"7881";43;3;3;1;1;3;1;1;1;1;1;1;1;2;2;1;1;1;1;1;2;2;2;1;1;2;1;2;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3;1;1;1;1;2;1;;;;;;1;4;2;;;;;;;;;;;;97;2;97;3;0;2;4;6;5;1;2;366936;1020946,74887335;1290313,44136863;2324503;4029583,56019369;1,03538086880076;1881,52971436784
"7882";31;2;1;97;1;4;1;1;1;1;1;97;4;1;3;1;1;1;1;1;1;2;2;2;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;4;2;1;2;;;;;2;2;2;;;2;1;;;;;;;;;;;;97;2;97;5;2;1;3;4;6;1;3;810162;3560587,12309068;445015,049808431;1859625;7540128,89355486;3,69595392919641;5198,44373360488
"7883";31;3;1;3;1;4;2;2;3;1;1;2;4;2;1;1;1;1;1;1;1;2;2;2;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;2;2;1;2;2;2;2;2;2;2;2;1;1;1;2;;2;;;;;;1;1;1;;;;;;;;;;;;97;2;97;4;;4;3;4;3;1;1;810162;5015084,87690932;617342,697190134;3374584;7540128,89355486;8,01009084855092;30666,6887348865
"7884";27;3;3;1;1;3;1;3;1;1;1;1;2;2;2;1;2;1;1;1;1;2;2;2;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3;1;1;1;3;;;2;;;;;2;2;1;;;;;;;;;;;;97;2;97;3;0;4;2;9;5;1;3;70628;908596,571284108;358643,23233841;410340;1002970,89902313;0,635466513342847;2727,23081371345
"7885";52;3;1;3;1;3;3;3;1;97;4;3;1;2;1;1;1;1;1;1;1;2;2;2;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;;1;2;;;;;2;2;1;1;2;1;97;;;;;;;;;;;;97;2;97;2;0;4;5;10;1;1;3;351509;1794738,96348069;109852,116140503;831664;2672927,86037804;1,14608967127349;7357,42007816018
"7886";23;3;1;1;1;2;3;1;1;1;1;2;2;2;2;1;1;1;1;1;1;2;2;2;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;1;2;2;2;2;2;1;4;1;1;1;2;;1;;;;;;1;1;3;;;;;;;;;;;;97;2;97;4;2;4;2;6;7;1;3;297089;2601054,19631358;475352,262867248;1065900;2903147,45967571;1,9790749552049;3087,48905539137
"7887";16;2;1;2;1;3;1;1;1;3;1;1;1;2;3;1;1;1;1;2;2;2;2;1;1;2;1;2;1;1;2;1;1;2;2;2;1;2;2;;1;1;1;1;2;1;2;;2;2;1;1;2;2;1;2;;;;1;1;1;2;2;2;1;1;2;2;1;2;2;1;2;1;1;2;;;;;1;;2;;;2;1;1;2;;2;;;;;;;2;2;2;2;5;3;4;1;4;3;1;2;29419;220844,336179983;13289,3812488363;206458;243938,710614161;0,109845607846729;511,13494795628
"7888";16;3;1;1;1;3;3;3;3;4;3;3;1;2;2;1;1;1;2;2;2;2;1;1;1;1;1;2;1;1;2;1;2;1;2;2;2;2;1;2;;2;2;2;2;;2;;2;2;2;2;2;2;2;2;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;2;1;1;1;1;;;;;;;1;1;2;8;;;;;;;;;;2;97;1;97;3;;3;1;1;6;1;2;61318;44859,663820017;19438,8662978683;206458;243938,710614161;0,109845607846729;461,646202731018
"7889";27;3;1;1;1;4;1;1;2;1;1;1;1;2;1;2;2;2;1;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;;97;2;97;97;1;2;;2;2;1;2;2;2;1;2;;;;1;1;2;2;1;2;1;1;2;2;1;2;1;1;3;1;1;2;;;;;1;;2;;;2;1;1;1;;;;;;;;;2;2;2;1;4;2;1;2;4;5;1;2;128076;347379,428715892;358643,23233841;295016;1002970,89902313;0,211822171114282;1180,89265001487
"7890";41;3;1;2;1;3;2;1;1;1;1;1;1;2;1;2;1;2;1;2;2;2;1;1;1;2;1;2;1;1;2;1;1;2;1;2;1;2;2;;1;1;2;2;2;2;1;2;2;1;2;1;2;2;2;2;;1;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;6;;1;1;1;2;1;;;;;;1;1;2;2;;2;;;;;;;;2;2;2;4;4;0;1;4;5;7;1;1;447899;3116799,95964981;962279,89967906;1731233;4217476,99265909;2,19463187323205;7504,94682561565
"7891";26;3;1;3;1;1;2;2;1;1;1;2;1;2;1;1;1;1;1;1;1;2;1;2;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;;;;;2;2;2;;;2;1;;;;;;;;;;;;97;2;97;4;0;4;2;8;2;1;2;270409;2450940,03939033;877717,02654698;1591517;3214851,05338958;0,677977348931574;3772,95363737354
"7892";41;2;4;1;1;3;1;3;3;1;1;1;3;1;2;1;1;1;1;1;1;1;1;1;1;2;1;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;4;1;1;2;;;;;2;2;1;1;1;1;3;;;;;;;;;;;;97;2;97;5;0;1;4;8;7;1;2;371758;3116799,95964981;962279,89967906;1961988;4217476,99265909;1,09731593661602;2772,58036153188
"7893";23;2;1;1;1;3;3;2;2;3;3;2;2;2;2;1;1;1;1;2;1;2;2;1;1;2;1;1;1;1;2;1;1;2;1;2;1;2;1;1;;1;2;1;2;1;1;97;1;2;2;2;1;2;1;2;1;;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;1;3;;;2;;;;;2;2;97;1;1;;;;;;;;;2;2;2;3;5;0;4;2;6;2;1;3;297089;2601054,19631358;866395,545119787;1065900;2903147,45967571;0,659691651734968;3770,96364933168
"7894";31;2;3;2;1;3;1;1;1;1;1;1;1;2;2;1;1;1;1;2;2;2;2;2;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;1;2;2;2;2;1;2;2;2;2;2;1;3;1;1;1;3;;;2;;;;;1;2;2;;;;;;;;;;;;97;2;97;5;0;2;3;5;5;1;2;833623;5015084,87690932;2627141,27342489;3341463;7540128,89355486;1,8479769645982;5338,12970390129
"7895";32;3;3;2;1;3;1;1;2;1;1;2;1;1;2;1;1;1;1;1;2;1;2;1;1;2;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;2;;;;;1;;2;;;2;1;;;;;;;;;;;;97;2;97;1;0;4;3;6;3;1;1;134083;958616,589954958;111053,379713957;513136;1391016,9466393;0,326644879524269;1673,31140323263
"7896";14;2;1;1;2;3;2;1;3;3;1;3;2;2;2;1;1;1;1;1;1;2;2;1;1;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;1;1;1;1;2;1;;;;;;1;97;97;;;;;;;;;;;;97;2;97;2;;4;1;2;7;1;2;28132;173113,145777793;42858,4493656394;153142;195557,263513212;0,0462265167902052;108,571664456746
"7897";11;2;1;1;1;3;2;1;3;3;3;3;1;2;2;1;1;1;1;1;2;2;2;1;2;2;1;2;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;;1;2;;;;;2;1;2;;;1;1;;;;;;;;;;;;97;2;97;2;0;4;1;8;1;1;2;42038;417290,54472708;30516,1879711846;381458;489760,972025484;0,243955679038715;902,861719449721
"7898";52;2;1;2;1;3;1;1;1;1;1;1;3;2;2;1;1;1;1;2;2;2;2;2;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3;2;1;1;2;;1;;;;;;2;2;2;;;;;;;;;;;;97;2;97;4;0;4;5;8;4;1;2;201032;1794738,96348069;257001,457003131;1120373;2672927,86037804;0,625974153060974;1357,27633604173
"7899";24;3;3;1;1;4;1;2;3;1;1;1;1;2;3;1;1;1;1;1;2;2;3;1;1;2;1;2;1;1;2;1;1;2;1;2;1;1;2;;1;1;1;1;2;1;1;1;1;1;2;1;2;2;2;2;3;5;;2;2;1;2;2;2;1;1;2;2;1;2;2;1;3;1;1;2;;;;;2;1;2;;;1;1;1;2;;;;;;;;;2;2;2;1;1;0;4;2;5;5;1;3;132837;863643,478564497;411884,824827546;331155;1147251,81868533;0,236578335662274;398,754598164985
"7900";51;2;97;97;3;3;2;97;2;2;2;2;1;2;2;1;1;1;1;2;2;2;2;1;1;2;1;2;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;4;1;1;2;;;;;2;2;2;;;1;1;;;;;;;;;;;;97;2;97;5;3;1;5;4;7;1;2;151615;453051,817122641;272982,733225318;554936;1228028,01092492;0,304507709752327;1011,33671466763
"7901";51;2;2;2;2;3;1;1;2;2;1;2;2;2;2;1;1;1;1;1;2;2;2;2;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;;;;;2;2;1;4;1;1;2;;;;;;;;;;;;97;2;97;3;0;1;5;10;2;1;2;144182;453051,817122641;287345,043137056;554936;1228028,01092492;0,737231497579222;2310,19064096573
"7902";16;2;3;2;1;3;2;1;1;2;1;1;1;2;2;1;1;1;1;2;2;2;2;1;1;2;1;2;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;1;2;2;2;2;2;2;2;2;2;2;1;2;1;1;2;;;;;2;1;2;;;5;1;;;;;;;;;;;;97;2;97;4;1;2;1;5;3;1;2;26711;220844,336179983;13289,3812488363;206458;243938,710614161;0,164768411770093;586,009311625379
"7903";24;1;2;1;1;3;2;1;1;3;2;1;2;2;2;2;2;2;1;1;2;2;2;2;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;;;;;1;;2;;;1;1;;;;;;;;;;;;97;2;97;2;;4;2;1;3;2;1;222971;863643,478564497;93849,0870906695;626773;213435,181314666;0,236578335662274;1823,81157653991
