ID;P03;P04;P05;P06;P071;P072;P073;P08;P091;P092;P093;P094;P095;P096;P097;P098;P10;P11;P12;P13;P14;P15;P16;P17;P181;P182;P183;P184;P185;P186;P19;P2001;P2002;P2003;P2004;P2005;P2006;P2007;P2008;P2009;P2010;P211;P212;P213;P214;P215;P216;P22;P23;P24;P25;P26;P27;P28;P29;P30;P31;P33;P35;VD_IDADE;VD_RENDA;VD_RELIGIÃO;VD_RACA;W1;W2
106;2;2;1;3;1;2;1;2;2;1;2;1;2;2;2;2;1;1;1;1;1;1;8;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;4;1;4;2;3;0.955342875095238;72088.7261904762
107;2;3;1;1;1;1;2;3;2;2;2;1;2;2;1;2;2;1;3;1;1;1;7;1;1;2;2;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;5;3;2;1;3;0.955342875095238;72088.7261904762
108;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;1;1;1;1;1;8;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;3;1;97;3;0.955342875095238;72088.7261904762
109;2;2;1;1;1;2;1;2;2;1;2;2;2;1;1;2;3;1;2;1;1;1;7;1;1;2;2;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;3;1;2;1;2;0.955342875095238;72088.7261904762
110;2;3;3;2;2;1;1;2;2;2;2;2;2;1;1;2;2;1;1;2;1;1;3;1;1;2;1;1;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;8;3;1;3;3;0.955342875095238;72088.7261904762
111;2;2;3;2;1;1;1;2;2;2;2;1;1;2;2;2;3;1;1;2;1;1;3;1;1;2;1;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;1;5;3;1;2;0.955342875095238;72088.7261904762
112;2;3;1;3;1;2;1;2;2;1;2;1;1;2;1;2;2;1;1;2;1;2;;1;1;2;1;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;5;1;2;2;2;0.955342875095238;72088.7261904762
113;2;3;97;2;1;2;2;2;1;1;1;1;1;1;1;2;3;1;2;1;1;97;;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;5;2;1;1;0.955342875095238;72088.7261904762
114;2;2;3;3;1;2;2;2;2;1;2;1;2;2;2;2;2;1;2;2;1;2;;1;1;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;5;1;3;1;2;0.955342875095238;72088.7261904762
115;2;3;1;1;1;1;1;2;2;2;2;1;1;2;1;2;2;1;1;1;1;1;7;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;6;1;2;3;3;0.955342875095238;72088.7261904762
116;2;3;1;1;2;1;1;2;1;1;1;1;1;1;1;2;3;1;2;1;1;1;7;1;1;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;5;1;3;3;1;0.955342875095238;72088.7261904762
117;2;3;3;1;1;1;1;2;2;1;2;1;2;2;2;2;2;1;2;1;1;1;8;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;1;4;1;2;1;1;0.955342875095238;72088.7261904762
118;2;2;1;2;2;1;1;2;1;1;1;1;1;1;1;2;1;1;1;2;1;1;3;1;2;2;1;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;3;3;4;2;1;0.955342875095238;72088.7261904762
119;2;3;3;1;1;2;2;2;2;2;2;1;2;2;2;2;3;1;2;1;1;2;;1;1;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;5;1;2;3;3;0.955342875095238;72088.7261904762
120;2;3;2;1;1;2;1;97;;;;;;;;;3;1;2;2;1;1;3;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;4;2;1;3;0.955342875095238;72088.7261904762
121;2;3;3;2;1;2;1;2;1;1;2;2;2;1;2;2;2;1;1;2;1;1;3;1;1;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;5;4;3;1;1;0.955342875095238;72088.7261904762
122;2;2;1;1;2;2;1;2;1;2;2;1;2;2;2;2;2;1;2;1;1;1;3;1;1;2;1;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;5;2;2;2;2;0.955342875095238;72088.7261904762
123;2;2;1;1;1;2;1;2;2;1;2;1;2;2;2;2;3;1;2;1;1;1;8;1;1;2;2;2;1;2;1;2;2;2;1;2;2;2;2;2;2;1;2;1;2;2;2;1;2;;;4;;;;3;1;2;5;3;2;1;1;0.955342875095238;72088.7261904762
124;2;2;2;1;2;2;1;3;2;1;2;1;1;2;2;2;2;1;2;1;1;1;3;2;;;;;;;1;2;2;1;2;2;2;2;2;2;2;2;2;1;2;2;2;1;1;2;;8;6;;;3;4;1;5;3;2;1;97;0.955342875095238;72088.7261904762
125;2;3;2;1;2;2;1;3;2;1;2;2;2;1;2;2;3;1;1;2;1;1;3;1;1;2;1;2;1;2;1;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;1;2;;;1;;1;;3;1;1;3;3;2;1;3;0.955342875095238;72088.7261904762
126;2;3;3;3;2;2;1;2;2;2;2;2;1;1;2;2;2;1;1;1;1;1;7;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;5;1;2;1;1;0.955342875095238;72088.7261904762
127;2;3;1;1;2;2;1;2;1;2;2;1;2;1;2;2;3;1;1;1;1;1;7;1;1;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;1;7;5;2;1;3;0.955342875095238;72088.7261904762
128;2;3;1;1;1;2;1;2;1;1;1;1;1;1;2;2;97;1;97;2;97;97;;1;1;1;1;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;4;3;3;3;3;0.955342875095238;72088.7261904762
129;2;3;2;1;1;1;1;2;2;1;2;1;2;2;2;2;2;1;2;1;1;1;3;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;7;5;3;1;1;0.955342875095238;72088.7261904762
130;2;1;2;1;1;2;2;3;2;2;2;1;2;2;2;2;3;1;3;1;1;1;7;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;1;1;2;;6;;;;4;4;1;1;5;1;2;3;0.955342875095238;72088.7261904762
131;2;3;3;1;2;1;1;2;1;2;2;1;1;2;2;2;3;1;2;2;1;1;7;1;1;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;5;1;2;2;2;0.955342875095238;72088.7261904762
132;2;2;1;2;2;1;1;2;1;1;1;1;1;1;2;2;2;1;1;2;1;1;3;1;2;2;2;2;2;1;1;2;2;2;1;2;2;2;2;2;1;1;2;1;1;1;2;1;2;;;4;;;;4;1;2;3;2;2;3;2;0.955342875095238;72088.7261904762
133;2;3;1;2;1;2;2;3;1;2;2;2;2;2;2;2;3;1;2;2;1;1;7;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;1;6;1;2;2;3;0.9894491585;73734.7291666667
134;2;1;1;1;2;2;1;2;2;2;2;1;2;2;2;2;3;1;3;1;2;2;;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;5;2;1;1;0.9894491585;73734.7291666667
135;2;3;1;2;2;2;1;2;1;1;1;1;1;1;1;2;2;1;1;1;1;1;7;2;;;;;;;1;2;2;2;2;1;2;2;2;2;2;1;2;1;2;2;2;1;2;;;1;;3;;4;1;3;4;4;2;1;3;0.9894491585;73734.7291666667
136;2;2;1;1;1;2;2;2;2;2;2;1;2;2;2;2;2;1;1;1;1;1;7;1;1;2;1;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;5;2;2;1;3;0.9894491585;73734.7291666667
137;2;3;1;2;1;2;2;3;1;2;2;2;2;2;2;2;3;1;2;1;1;1;3;1;1;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;9;;2;;4;;;;1;1;2;5;1;2;2;3;0.9894491585;73734.7291666667
138;2;3;2;2;2;1;2;2;2;2;2;2;2;1;2;1;1;1;1;2;1;1;3;1;1;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;1;3;4;1;1;3;0.9894491585;73734.7291666667
139;2;3;3;1;1;1;2;2;1;2;2;1;2;1;2;2;3;1;2;1;1;1;7;1;1;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;5;1;2;1;3;0.9894491585;73734.7291666667
140;2;2;1;3;1;2;2;2;1;1;1;1;1;1;1;2;3;1;2;1;1;1;8;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;1;6;1;97;1;3;0.9894491585;73734.7291666667
141;2;2;1;1;1;1;2;3;1;2;2;1;2;2;2;2;2;1;2;1;1;1;7;1;2;2;1;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;5;2;2;1;97;0.9894491585;73734.7291666667
142;2;2;1;1;2;1;2;2;1;2;2;1;2;2;2;2;2;1;1;1;1;1;7;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;4;2;2;1;3;0.9894491585;73734.7291666667
143;2;2;3;2;1;2;2;2;2;2;2;1;2;1;2;2;3;1;1;1;1;1;8;1;1;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;4;4;3;1;3;0.9894491585;73734.7291666667
144;2;3;1;2;1;1;1;2;2;1;2;1;2;2;1;2;2;1;1;1;1;1;7;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;3;2;3;2;3;0.9894491585;73734.7291666667
145;2;3;1;1;1;1;1;2;1;1;1;1;1;1;1;2;2;1;1;1;1;1;7;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;5;2;4;1;3;0.9894491585;73734.7291666667
146;2;2;1;2;1;2;2;2;2;2;2;1;2;1;2;2;2;1;1;1;1;1;8;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;1;6;1;2;3;3;0.9894491585;73734.7291666667
147;2;3;2;1;2;1;2;2;1;2;2;1;2;2;2;2;3;1;2;2;1;1;7;2;;;;;;;1;1;2;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;1;2;;4;;;;4;1;2;3;2;2;1;1;0.9894491585;73734.7291666667
148;2;3;1;1;2;2;1;2;2;2;2;2;1;1;2;2;3;1;1;1;1;1;8;1;1;2;1;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;4;4;3;3;1;0.9894491585;73734.7291666667
149;2;2;3;1;1;1;2;2;2;2;1;1;2;1;2;2;1;1;1;1;1;1;7;1;2;2;2;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;5;2;3;1;1;0.9894491585;73734.7291666667
150;2;3;1;1;1;1;2;2;2;2;2;2;1;2;1;2;1;1;1;1;1;1;7;1;1;2;1;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;4;5;3;1;1;0.9894491585;73734.7291666667
151;2;2;3;1;1;2;2;3;2;2;2;1;1;2;2;2;3;1;3;1;2;1;7;1;2;2;1;2;2;2;1;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;2;1;2;;;3;;;;2;1;1;5;1;2;1;2;0.9894491585;73734.7291666667
152;2;2;1;2;1;2;1;2;2;1;2;1;2;2;2;2;1;1;2;1;1;1;3;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;6;1;2;1;2;0.9894491585;73734.7291666667
153;2;2;2;3;1;2;1;3;2;2;2;1;2;2;1;2;1;1;1;1;1;1;7;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;5;3;2;1;1;0.9894491585;73734.7291666667
154;2;2;1;3;2;2;1;2;2;2;2;2;2;1;2;2;1;1;1;1;1;1;7;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;5;1;2;1;3;0.9894491585;73734.7291666667
155;2;2;1;3;1;2;2;1;2;2;2;1;1;2;2;2;2;1;1;1;1;1;3;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;1;2;1;1;0.9894491585;73734.7291666667
156;2;3;1;1;2;1;2;2;2;1;2;2;1;1;1;2;1;1;1;1;1;1;3;1;1;2;2;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;5;2;3;1;3;0.9894491585;73734.7291666667
157;2;3;3;2;1;2;1;2;2;2;2;1;2;1;1;2;2;1;1;2;1;1;3;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;5;1;2;1;1;0.9894491585;73734.7291666667
158;2;2;1;3;2;2;1;2;1;1;1;1;1;1;1;2;2;1;1;1;1;1;3;1;1;1;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;6;1;1;1;3;0.9894491585;73734.7291666667
159;2;2;1;1;1;2;1;3;2;2;2;1;2;1;2;2;3;1;2;1;1;1;7;1;1;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;2;2;2;2;0.9894491585;73734.7291666667
160;2;3;1;1;2;2;1;2;2;2;2;1;2;1;2;2;3;1;3;2;1;1;7;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;1;4;2;2;1;3;0.9894491585;73734.7291666667
161;2;3;1;1;1;2;2;3;2;2;2;1;2;2;2;2;3;1;3;1;1;2;;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;8;1;2;1;3;0.9894491585;73734.7291666667
162;2;3;1;1;2;2;1;2;1;1;1;1;1;1;1;2;2;1;1;1;1;1;3;1;1;2;1;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;5;1;3;1;1;0.9894491585;73734.7291666667
163;2;2;1;3;1;1;2;2;2;1;2;2;1;2;1;2;1;1;1;1;1;1;7;1;1;2;2;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;5;1;2;1;3;0.9894491585;73734.7291666667
164;2;2;1;2;2;2;1;2;1;1;1;1;1;1;1;2;2;1;1;1;1;1;3;1;1;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;3;2;2;3;0.9894491585;73734.7291666667
165;2;3;1;1;1;1;2;2;1;2;2;1;2;2;2;2;3;1;2;1;1;1;3;1;1;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;5;4;2;1;3;0.9894491585;73734.7291666667
166;2;2;1;2;2;2;1;2;2;2;2;2;1;2;1;2;2;1;1;1;1;1;7;1;1;2;2;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;5;1;2;1;3;0.9894491585;73734.7291666667
167;2;3;2;2;1;2;1;2;2;2;1;1;2;2;2;2;2;1;2;1;1;1;7;1;1;2;2;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;5;1;2;2;3;0.9894491585;73734.7291666667
168;2;3;3;1;1;1;2;2;2;2;2;1;1;1;2;2;3;1;97;2;1;1;3;1;1;2;2;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;5;1;2;1;3;0.9894491585;73734.7291666667
169;2;3;1;1;1;1;2;2;2;2;2;1;1;2;2;2;3;1;2;1;1;2;;1;1;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;6;2;1;1;3;0.9894491585;73734.7291666667
170;2;2;1;2;1;2;2;1;2;1;2;2;2;2;2;2;3;1;3;1;2;2;;1;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;1;1;1;1;5;97;;;;1;3;2;1;3;1;3;1;0.9894491585;73734.7291666667
171;2;2;2;1;1;2;2;3;2;2;2;2;2;1;2;1;1;1;1;2;1;1;7;1;1;2;2;2;1;2;1;2;1;2;2;2;2;2;2;2;1;1;2;2;2;1;2;1;2;;;6;;;;3;97;1;3;3;2;2;1;0.9894491585;73734.7291666667
172;2;3;3;1;1;1;2;2;1;2;2;1;2;2;2;2;3;1;3;1;1;1;3;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;97;2;4;2;2;1;0.9894491585;73734.7291666667
173;2;2;3;2;2;1;1;3;1;2;2;1;1;2;2;2;2;1;2;1;1;1;3;1;1;1;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;3;3;2;1;2;0.9894491585;73734.7291666667
174;2;3;2;2;2;2;1;2;2;1;2;2;1;1;2;2;1;1;1;2;1;1;3;1;1;2;1;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;4;2;4;3;3;0.9894491585;73734.7291666667
175;2;1;1;1;2;1;1;2;2;2;2;1;2;2;1;2;1;1;1;1;1;97;;1;1;2;1;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;5;2;2;2;3;0.9894491585;73734.7291666667
176;2;3;2;2;1;1;2;1;1;2;2;1;2;2;2;2;3;1;2;2;1;1;3;1;2;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;97;;2;;6;;;;4;1;1;3;3;2;1;1;0.9894491585;73734.7291666667
177;2;3;1;1;2;2;1;2;1;2;2;1;1;2;2;2;97;1;1;2;1;1;7;2;;;;;;;1;1;2;2;1;2;2;2;2;2;2;1;2;1;2;2;2;8;2;;;2;;2;;2;3;1;3;3;2;1;3;0.9894491585;73734.7291666667
178;2;2;3;2;2;2;1;2;1;2;1;1;2;2;2;2;2;1;1;1;1;1;3;1;1;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;5;2;4;1;1;0.9894491585;73734.7291666667
179;2;3;2;1;1;2;2;3;2;1;2;2;2;1;2;2;3;1;1;2;1;1;8;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;5;1;2;1;0.9894491585;73734.7291666667
180;2;3;1;1;1;2;1;3;1;1;2;2;2;2;2;2;2;1;3;1;1;1;7;1;1;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;1;1;2;;9;;;;3;1;3;7;5;4;1;3;0.9894491585;73734.7291666667
181;1;3;1;3;2;1;2;3;2;2;2;1;1;2;2;2;3;1;2;2;1;1;3;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;1;7;5;2;1;3;0.943993230470588;72406.4117647059
182;1;3;2;2;2;2;1;2;1;1;1;2;2;2;2;2;2;1;1;2;1;1;7;1;1;1;1;1;1;2;1;2;2;2;2;2;2;2;2;2;1;1;2;2;2;1;2;4;1;2;;9;;;;97;97;3;5;2;4;1;1;0.943993230470588;72406.4117647059
183;1;3;97;1;1;1;2;2;2;2;2;2;1;2;2;1;2;1;1;2;2;1;7;1;1;2;1;2;2;2;1;1;2;2;2;2;2;2;2;2;2;1;2;1;2;2;2;8;1;2;;97;;;;2;3;3;4;4;97;97;1;0.943993230470588;72406.4117647059
184;1;1;1;1;2;2;2;2;2;2;2;1;2;2;2;2;97;1;1;2;1;1;8;1;1;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;5;1;97;1;0.943993230470588;72406.4117647059
185;1;2;1;1;1;2;2;2;1;2;2;1;2;2;2;2;2;1;2;1;1;1;7;1;1;2;2;1;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;97;1;2;1;3;0.943993230470588;72406.4117647059
186;1;2;1;1;1;2;1;2;2;1;2;1;2;2;2;2;2;1;1;1;1;1;7;1;2;2;1;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;4;3;4;1;3;0.943993230470588;72406.4117647059
187;1;2;2;3;2;2;1;2;2;1;2;2;1;2;2;2;2;1;1;2;1;1;7;1;1;2;2;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;5;1;2;2;2;0.943993230470588;72406.4117647059
188;1;3;2;3;1;1;1;2;1;1;2;1;2;2;2;2;2;1;1;1;1;1;7;1;2;2;2;2;2;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;5;4;4;2;1;0.943993230470588;72406.4117647059
189;1;3;3;1;2;2;1;2;2;2;2;1;2;1;1;2;2;1;1;1;1;1;3;1;1;2;1;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;4;2;2;3;3;0.943993230470588;72406.4117647059
190;1;2;3;2;1;2;2;3;2;2;2;2;2;1;2;2;3;1;2;1;1;1;8;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;4;4;4;3;1;0.943993230470588;72406.4117647059
191;1;3;1;1;1;2;1;2;1;2;2;1;1;2;2;2;2;1;97;1;1;1;7;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;7;2;;;6;;;;1;1;2;5;2;3;2;1;0.943993230470588;72406.4117647059
192;1;3;1;1;1;1;2;2;1;2;2;1;2;2;1;2;3;1;3;1;1;2;;1;1;2;1;2;1;2;1;2;2;2;1;2;2;2;2;2;2;1;2;1;1;1;2;8;2;;;9;;;;3;4;2;5;1;2;2;1;0.943993230470588;72406.4117647059
193;1;3;1;1;2;2;1;2;2;1;2;1;1;2;1;2;2;1;1;1;1;1;7;1;1;2;2;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;3;5;2;1;3;0.943993230470588;72406.4117647059
194;1;2;1;1;1;2;1;2;1;1;1;1;1;1;1;2;3;1;1;1;1;1;3;1;1;2;2;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;5;1;3;2;1;0.943993230470588;72406.4117647059
195;1;2;1;2;1;1;2;2;1;1;1;1;1;1;1;2;2;1;1;2;1;1;7;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;4;2;4;1;1;0.943993230470588;72406.4117647059
196;1;2;1;2;2;2;1;2;2;1;2;2;1;2;2;2;3;1;1;2;1;1;7;1;1;2;2;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;2;2;2;3;0.943993230470588;72406.4117647059
197;1;1;1;1;2;1;2;1;2;2;2;1;2;2;2;2;3;1;3;1;1;1;7;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;5;2;1;2;0.943993230470588;72406.4117647059
198;3;2;1;2;1;2;1;3;1;2;2;1;1;2;2;2;2;1;1;1;1;1;7;1;1;2;1;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;1;2;1;2;1;0.966086132363636;73516.4545454545
199;3;3;1;2;1;1;1;2;2;2;2;1;1;2;1;2;2;1;1;2;1;1;3;1;1;2;1;1;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;6;1;2;1;1;0.966086132363636;73516.4545454545
200;3;2;3;1;2;2;1;2;2;2;2;2;2;2;1;2;3;1;1;1;1;1;7;1;1;2;2;2;1;2;1;2;2;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;;4;;;;2;1;2;5;1;2;3;3;0.966086132363636;73516.4545454545
201;3;2;3;2;1;1;2;2;2;2;2;1;1;2;1;2;2;1;1;1;1;1;7;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;1;3;4;2;2;3;0.966086132363636;73516.4545454545
202;3;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2;1;1;2;2;1;2;;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;3;1;2;2;1;0.966086132363636;73516.4545454545
203;3;3;2;1;1;1;1;2;1;2;2;1;2;2;2;2;2;1;2;2;1;1;2;2;;;;;;;1;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;1;2;;;8;6;;;3;4;1;7;5;3;2;3;0.966086132363636;73516.4545454545
204;3;2;1;1;1;1;1;2;1;1;1;1;1;1;1;2;2;1;1;2;1;1;3;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;5;2;2;1;3;0.966086132363636;73516.4545454545
205;3;3;1;1;1;2;2;2;2;2;2;2;1;2;1;2;3;1;1;1;1;1;7;1;1;2;2;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;5;2;3;2;3;0.966086132363636;73516.4545454545
206;3;3;2;1;1;2;2;3;2;1;2;1;2;2;2;2;3;1;2;2;1;1;7;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;2;4;2;1;0.966086132363636;73516.4545454545
207;3;2;2;1;2;1;2;2;2;1;2;2;2;2;1;2;2;1;2;1;1;1;7;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;6;5;4;1;1;0.966086132363636;73516.4545454545
208;3;3;1;1;1;1;1;2;1;1;1;1;1;1;1;2;2;1;2;2;1;1;7;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;5;1;2;2;3;0.966086132363636;73516.4545454545
209;3;3;1;2;1;1;2;2;1;1;2;1;2;1;2;2;3;1;2;2;1;1;7;1;1;1;1;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;7;5;97;1;1;0.966086132363636;73516.4545454545
210;3;3;1;3;1;2;2;2;1;1;1;1;1;1;1;2;2;1;1;1;1;1;7;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;5;1;2;2;3;0.966086132363636;73516.4545454545
211;3;3;1;1;2;2;1;2;1;2;2;2;2;2;2;2;3;1;2;1;1;1;7;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;2;1;2;3;0.966086132363636;73516.4545454545
212;3;3;2;1;2;1;2;3;2;2;2;1;2;2;2;2;3;1;3;1;1;1;7;1;1;2;2;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;3;2;1;3;0.966086132363636;73516.4545454545
213;3;3;1;1;1;2;1;2;2;2;1;2;2;2;1;2;2;1;1;1;97;2;;1;1;1;1;2;1;2;1;2;2;2;2;2;2;2;2;2;1;2;1;1;2;1;2;1;2;;;9;;;;2;4;2;7;5;97;3;3;0.966086132363636;73516.4545454545
214;3;3;1;1;2;2;1;3;1;2;2;1;2;2;2;2;2;1;1;1;1;2;;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;5;1;2;2;2;0.966086132363636;73516.4545454545
215;3;3;1;1;2;2;1;2;2;2;2;2;2;2;1;2;1;1;1;1;1;1;8;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;5;2;2;1;3;0.966086132363636;73516.4545454545
216;3;3;2;1;2;1;1;3;2;1;2;1;2;2;2;2;2;1;3;1;1;1;3;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;5;3;4;2;1;0.966086132363636;73516.4545454545
217;3;1;1;1;1;1;2;2;1;1;2;1;2;1;2;2;2;1;3;1;1;1;7;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;5;3;2;2;1;0.966086132363636;73516.4545454545
218;3;3;2;1;1;2;2;3;2;2;2;1;2;2;2;1;3;1;3;1;97;2;;1;1;2;2;1;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;1;3;4;97;3;97;0.966086132363636;73516.4545454545
219;3;3;1;1;2;2;1;3;1;2;2;1;2;2;2;2;3;1;2;1;1;1;7;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;5;1;2;2;3;0.966086132363636;73516.4545454545
220;1;2;1;1;1;2;1;2;2;2;2;1;2;1;2;2;1;1;1;1;1;1;7;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;5;1;2;3;3;1.01695849794118;77526.8823529412
