ID;P03;P04;P05;P06;P071;P072;P073;P08;P091;P092;P093;P094;P095;P096;P097;P098;P10;P11;P12;P13;P14;P15;P16;P17;P181;P182;P183;P184;P185;P186;P19;P2001;P2002;P2003;P2004;P2005;P2006;P2007;P2008;P2009;P2010;P211;P212;P213;P214;P215;P216;P22;P23;P24;P25;P26;P27;P28;P29;P30;P31;P33;P35;VD_IDADE;VD_RENDA;VD_RELIGIÃO;VD_RACA;W1;W2
337;3;2;3;1;1;1;1;3;2;1;1;1;2;2;2;2;2;1;1;1;1;1;7;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;6;2;;;8;4;;;3;4;2;3;4;1;1;3;1.01137594750442;74873.407079646
338;3;2;1;1;1;2;2;2;2;2;1;1;2;2;2;2;2;1;1;1;1;1;7;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;4;2;2;1;1;1.01137594750442;74873.407079646
339;3;3;1;1;1;2;1;2;2;2;2;2;1;2;1;2;2;1;2;2;1;1;7;1;1;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;5;2;3;3;2;1.01137594750442;74873.407079646
340;3;3;2;1;1;2;1;2;2;1;2;1;2;1;2;2;1;1;1;2;1;1;8;1;1;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;3;3;3;2;3;1.01137594750442;74873.407079646
341;3;3;3;2;1;2;1;2;2;1;1;1;1;2;2;2;2;1;2;1;1;1;7;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;6;1;2;1;3;1.01137594750442;74873.407079646
342;3;3;1;2;2;2;1;2;2;1;2;1;2;2;2;2;2;1;1;1;1;1;7;1;1;2;1;1;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;4;4;2;1;3;1.01137594750442;74873.407079646
343;3;2;3;3;2;1;2;2;2;1;2;1;1;2;2;2;2;1;1;1;1;1;7;1;2;2;1;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;4;1;3;2;1;1.01137594750442;74873.407079646
344;3;3;2;1;1;2;2;3;2;2;2;2;1;2;2;2;3;1;1;2;1;1;7;2;;;;;;;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;1;2;;;97;;;;1;3;1;7;5;2;1;97;1.01137594750442;74873.407079646
345;3;2;3;1;1;2;1;2;2;1;2;1;2;2;1;2;3;1;3;1;1;1;7;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;4;1;2;1;1.01137594750442;74873.407079646
346;3;2;1;2;1;2;2;2;2;2;2;1;2;1;2;2;2;1;1;2;1;2;;1;1;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;5;1;2;2;1;1.01137594750442;74873.407079646
347;3;2;3;3;2;2;1;2;2;1;2;2;1;2;2;2;1;1;1;2;1;1;7;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;5;2;4;2;3;1.01137594750442;74873.407079646
348;3;1;3;2;1;1;1;3;1;2;2;2;2;2;2;2;3;1;1;2;1;97;;1;1;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;5;2;3;1;1;1.01137594750442;74873.407079646
349;3;3;1;1;1;2;1;2;1;1;1;1;1;1;1;2;2;1;1;1;1;1;7;1;1;2;1;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;97;1;2;1;1;1.01137594750442;74873.407079646
350;3;2;2;1;1;2;2;3;2;2;2;1;1;2;2;2;2;1;1;1;1;2;;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;4;2;2;1;1.01137594750442;74873.407079646
351;3;2;1;1;2;1;1;2;1;1;1;1;1;1;1;2;2;1;1;1;1;1;7;1;2;2;1;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;5;1;2;3;3;1.01137594750442;74873.407079646
352;3;2;1;1;2;1;1;2;1;1;1;1;1;1;1;2;2;1;1;1;1;1;3;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;5;1;2;2;3;1.01137594750442;74873.407079646
353;3;2;1;1;1;1;2;2;1;1;1;1;1;1;1;2;3;1;2;2;1;1;7;1;1;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;2;4;1;1;1.01137594750442;74873.407079646
354;3;2;1;1;1;1;2;2;2;2;2;2;2;1;2;2;2;1;1;1;1;1;5;1;2;2;2;2;2;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;4;1;3;1;1.01137594750442;74873.407079646
355;3;3;3;1;2;2;1;2;2;1;2;2;2;2;2;2;3;1;1;1;1;1;3;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;4;4;4;3;1;1.01137594750442;74873.407079646
356;3;2;2;1;1;2;2;1;2;2;2;1;2;2;2;2;2;1;1;1;1;1;8;2;;;;;;;1;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;2;1;2;;;6;;;;2;1;1;97;4;1;2;3;1.01137594750442;74873.407079646
357;3;2;1;1;1;1;2;2;2;2;2;1;1;1;2;2;1;1;1;2;1;1;7;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;5;2;3;1;1;1.01137594750442;74873.407079646
358;3;2;2;1;1;2;1;2;2;2;2;1;2;1;2;2;3;1;2;1;1;1;7;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;1;2;;8;6;;;4;4;2;3;4;3;1;3;1.01137594750442;74873.407079646
359;3;3;1;1;1;2;2;3;1;2;2;2;2;2;2;2;3;1;2;1;1;1;7;1;1;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;1;7;5;3;2;2;1.01137594750442;74873.407079646
360;3;2;2;2;1;1;1;2;2;2;2;1;1;2;2;2;1;1;1;1;1;1;3;1;1;2;1;2;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;8;2;;;9;;;;4;3;1;7;4;3;2;3;1.01137594750442;74873.407079646
361;3;2;3;1;1;1;1;2;1;1;2;2;2;2;2;2;3;1;3;2;1;1;7;1;1;2;1;1;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;8;1;1;2;1;1.01137594750442;74873.407079646
362;3;2;1;1;1;1;1;2;1;2;2;2;2;2;2;2;2;1;2;2;1;1;7;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;1;6;3;4;2;1;1.01137594750442;74873.407079646
363;3;3;3;1;2;2;1;2;1;2;2;2;2;2;2;2;2;1;1;1;1;1;3;1;1;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;7;4;4;2;3;1.01137594750442;74873.407079646
364;3;2;2;1;1;1;2;2;2;1;2;1;2;2;2;2;2;1;2;1;1;1;7;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;4;2;2;1;1.01137594750442;74873.407079646
365;3;3;1;1;1;2;1;2;2;2;2;1;2;2;2;2;3;1;2;1;1;1;8;1;1;2;2;2;1;2;1;2;2;2;1;2;2;2;2;2;2;1;1;2;2;2;2;9;;2;;6;;;;3;3;1;1;4;97;2;3;1.01137594750442;74873.407079646
366;3;2;1;1;1;2;2;2;2;2;2;1;2;2;2;2;2;1;2;1;1;2;;1;1;2;2;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;3;2;2;1;1.01137594750442;74873.407079646
367;3;2;2;1;2;1;1;2;1;1;1;1;2;1;1;2;2;1;1;1;1;1;7;1;1;2;2;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;1;3;1;1;1.01137594750442;74873.407079646
368;3;3;3;3;1;2;1;2;1;2;2;2;2;1;2;2;2;1;2;1;1;1;8;1;1;1;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;6;1;1;3;2;1.01137594750442;74873.407079646
369;3;2;1;2;2;1;1;2;2;2;2;2;2;2;2;2;3;1;2;1;1;1;7;1;1;2;2;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;4;2;3;3;1.01137594750442;74873.407079646
370;3;2;3;3;2;1;1;2;2;2;2;1;2;2;2;2;1;1;2;1;1;1;7;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;5;1;2;1;3;1.01137594750442;74873.407079646
371;3;3;1;1;1;2;2;3;1;1;1;1;1;1;1;2;3;1;2;1;1;1;7;1;1;2;1;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;5;2;2;2;1;1.01137594750442;74873.407079646
372;3;2;3;2;1;2;1;2;1;2;2;1;2;2;2;2;3;1;2;2;1;1;8;1;1;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;5;1;2;1;3;1.01137594750442;74873.407079646
373;3;2;3;2;1;2;1;3;2;2;1;1;2;2;2;2;3;1;2;1;1;1;7;1;1;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;2;1;2;2;1.01137594750442;74873.407079646
374;3;2;1;3;2;2;1;3;2;2;1;2;2;2;2;2;2;1;2;1;1;1;7;1;1;2;1;2;1;2;1;2;2;2;2;2;2;2;2;2;1;1;2;1;2;2;2;8;2;;;2;;5;;3;1;2;5;2;3;2;1;1.01137594750442;74873.407079646
375;3;2;1;3;2;2;1;2;2;2;2;1;2;2;2;1;1;1;1;1;1;1;7;1;1;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;5;1;3;1;2;1.01137594750442;74873.407079646
376;3;2;3;2;1;2;1;3;2;2;2;1;2;1;2;2;3;1;2;2;1;1;7;2;;;;;;;1;2;2;2;1;2;2;2;2;2;1;1;2;1;2;1;2;8;2;;;4;;;;2;3;1;3;2;4;1;1;1.01137594750442;74873.407079646
377;3;2;1;3;1;1;2;2;2;2;1;2;2;2;2;2;2;1;1;2;1;1;8;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;1;6;1;1;1;3;1.01137594750442;74873.407079646
378;3;2;1;2;1;2;1;2;2;2;2;1;2;2;2;1;3;1;1;1;1;1;7;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;8;3;1;3;1;1.01137594750442;74873.407079646
379;3;2;1;3;2;2;1;2;1;2;1;2;2;2;2;2;2;1;1;2;1;1;7;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;3;3;2;1;1;1.01137594750442;74873.407079646
380;3;3;3;1;1;2;2;1;2;2;2;2;2;1;2;2;3;1;2;2;1;1;7;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;97;1;1;2;1.01137594750442;74873.407079646
381;3;2;3;2;1;2;1;3;2;1;2;2;2;1;2;2;3;1;2;2;1;1;3;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;7;5;2;1;1;1.01137594750442;74873.407079646
382;3;2;1;2;2;1;2;2;2;2;1;2;2;2;2;2;2;1;1;2;1;1;7;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;3;4;97;2;3;1.01137594750442;74873.407079646
383;3;2;1;1;2;2;1;2;2;2;2;1;2;2;2;2;2;1;2;2;1;1;7;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;4;4;1;1;1.01137594750442;74873.407079646
384;3;2;1;2;1;1;1;2;2;2;2;1;1;1;2;2;2;1;1;1;1;1;7;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;3;3;1;1;1.01137594750442;74873.407079646
385;3;3;1;1;1;1;2;2;2;2;2;1;2;2;2;2;3;1;2;1;1;1;7;1;2;2;2;1;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;1;5;5;2;1;1;1.01137594750442;74873.407079646
386;3;3;1;1;1;2;2;2;2;2;1;1;2;2;2;2;2;1;1;1;1;1;7;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;5;3;3;1;1;1.01137594750442;74873.407079646
387;3;2;2;2;1;2;2;3;2;2;2;1;2;1;1;2;2;1;1;1;1;1;8;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;5;2;3;1;1;1.01137594750442;74873.407079646
388;3;2;1;1;1;2;2;2;2;2;2;1;2;1;2;2;2;1;1;1;1;1;8;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;7;5;3;1;1;1.01137594750442;74873.407079646
389;3;3;1;1;2;1;1;3;1;2;2;2;2;2;2;2;3;1;3;1;1;1;7;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;5;1;2;3;3;1.01137594750442;74873.407079646
390;3;2;2;1;2;2;2;1;2;2;2;1;2;2;2;2;3;1;97;1;1;1;7;1;1;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;4;97;3;1;1.01137594750442;74873.407079646
391;3;1;97;1;1;2;1;2;2;2;2;1;2;1;2;2;2;1;1;2;1;1;7;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;5;97;1;1;1.01137594750442;74873.407079646
392;3;3;2;1;1;2;1;3;1;2;2;1;2;2;2;2;2;1;1;2;1;1;7;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;1;3;3;1;1;3;1.01137594750442;74873.407079646
393;3;1;1;2;1;1;1;2;2;2;2;1;2;2;2;2;1;1;1;2;1;1;7;1;1;2;1;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;97;2;1;1;1;1.01137594750442;74873.407079646
394;3;2;1;2;1;1;2;2;1;2;2;2;2;1;2;2;2;1;2;2;1;1;7;1;1;1;2;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;5;1;3;3;1;1.01137594750442;74873.407079646
395;3;2;3;3;1;1;2;2;1;2;2;2;1;1;2;2;2;1;1;1;1;1;7;1;1;2;2;2;2;2;1;2;2;2;1;2;2;1;2;2;2;1;2;2;2;2;2;1;1;2;;2;;5;;3;2;3;4;4;2;2;3;1.01137594750442;74873.407079646
396;3;3;97;2;2;1;2;2;2;1;2;2;2;2;2;2;3;1;1;1;1;1;3;1;2;2;1;2;2;2;1;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;1;2;;;97;;;;2;1;2;3;4;2;2;3;1.01137594750442;74873.407079646
397;3;3;3;1;1;1;2;3;2;2;2;1;2;2;2;2;3;1;3;1;1;1;7;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;3;97;1;1;1.01137594750442;74873.407079646
398;3;3;3;3;1;1;2;2;2;1;2;1;2;2;1;2;2;1;1;1;1;1;7;1;1;2;1;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;3;3;2;1;1;1.01137594750442;74873.407079646
399;3;2;1;3;2;1;1;2;2;1;2;1;1;1;2;2;1;1;1;1;1;1;2;1;1;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;4;4;3;1;1;1.01137594750442;74873.407079646
400;3;2;1;1;2;1;1;2;2;1;2;1;1;2;2;2;2;1;1;1;1;1;3;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;5;1;1;1;1.01137594750442;74873.407079646
401;3;2;1;2;1;2;1;2;2;1;2;2;1;2;1;2;1;1;1;2;1;1;7;1;1;2;1;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;6;1;2;3;1;1.01137594750442;74873.407079646
402;3;2;3;1;1;2;1;2;2;2;2;2;2;2;1;2;1;1;1;1;1;1;7;1;1;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;5;1;3;1;3;1.01137594750442;74873.407079646
403;3;3;3;1;1;1;1;2;1;1;1;1;1;1;1;2;3;1;2;2;1;2;;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;2;4;1;1;1.01137594750442;74873.407079646
404;3;3;1;1;1;2;1;3;2;2;2;1;1;2;2;2;3;1;2;2;1;1;7;1;2;2;2;2;2;1;1;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;;;2;;5;;4;97;1;1;4;3;1;2;1.01137594750442;74873.407079646
405;3;3;2;1;1;2;1;97;1;2;2;1;2;2;2;2;3;1;1;2;1;1;3;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;1;7;4;2;2;1;1.01137594750442;74873.407079646
406;3;2;3;1;1;2;1;2;2;2;2;1;2;1;2;2;1;1;2;1;1;1;7;1;1;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;1;6;1;2;2;3;1.01137594750442;74873.407079646
407;3;1;1;2;1;2;1;2;1;1;1;1;1;1;1;2;2;1;2;2;1;2;;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;3;3;2;2;2;1.01137594750442;74873.407079646
408;3;2;3;1;1;2;1;2;2;2;2;1;1;2;2;2;2;1;2;2;1;1;7;1;2;1;1;2;1;2;1;2;2;2;2;1;2;2;2;2;2;1;2;1;2;2;2;1;1;2;;4;;;;4;1;2;7;4;3;3;1;1.01137594750442;74873.407079646
409;3;2;1;1;2;1;1;3;1;2;2;1;2;2;2;2;3;1;3;1;1;1;7;1;1;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;1;5;2;2;2;2;1.01137594750442;74873.407079646
410;3;2;1;1;1;2;2;3;2;2;2;1;2;2;2;2;2;1;2;1;1;1;7;1;1;2;2;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;5;1;2;2;1;1.01137594750442;74873.407079646
411;3;2;1;1;1;2;1;2;2;2;2;1;1;2;2;2;2;1;1;1;1;1;7;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;1;2;1;3;1.01137594750442;74873.407079646
412;3;3;2;1;1;2;1;1;2;2;2;1;2;2;2;2;1;1;3;1;1;1;8;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;1;7;5;2;3;1;1.01137594750442;74873.407079646
413;3;3;1;1;2;2;1;2;2;1;2;2;2;2;1;2;3;1;2;1;1;1;7;1;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;9;;2;;2;;3;;1;1;2;5;1;3;3;2;1.01137594750442;74873.407079646
414;3;2;1;1;2;2;1;2;2;2;2;1;2;2;2;2;2;1;1;1;1;1;8;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;7;5;2;1;1;1.01137594750442;74873.407079646
415;3;2;1;1;2;2;1;2;1;2;2;1;1;2;2;2;2;1;1;2;1;1;7;1;2;2;2;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;5;2;2;3;1;1.01137594750442;74873.407079646
416;3;2;1;1;1;2;2;2;2;2;2;1;2;2;1;2;1;1;1;1;1;1;3;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;5;2;2;3;1;1.01137594750442;74873.407079646
417;3;2;1;1;2;2;1;2;2;1;2;1;1;2;2;2;2;1;1;2;1;1;7;1;2;2;1;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;5;1;3;1;3;1.01137594750442;74873.407079646
418;3;2;2;3;1;2;1;2;2;1;1;1;1;2;2;2;2;1;1;1;1;1;7;1;1;2;2;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;5;1;3;1;3;1.01137594750442;74873.407079646
419;3;3;1;1;1;2;1;2;1;1;1;1;1;1;1;2;2;1;2;1;1;1;7;1;1;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;1;1;1;1;1.01137594750442;74873.407079646
420;3;2;1;2;1;1;2;2;2;2;2;1;2;2;2;2;2;1;1;1;1;1;7;1;1;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;5;3;2;1;3;1.01137594750442;74873.407079646
421;3;3;3;3;1;2;1;2;2;2;2;2;1;2;2;2;3;1;1;1;1;1;7;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;1;6;1;1;1;3;1.01137594750442;74873.407079646
422;3;2;2;1;1;2;2;2;1;1;2;2;2;2;2;2;3;1;2;1;1;1;3;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;9;;1;5;1;;5;;5;1;1;1;3;3;2;2;1.01137594750442;74873.407079646
423;3;2;2;2;1;1;2;2;2;2;2;1;1;2;2;2;2;1;1;1;1;1;7;1;1;1;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;1;1;2;2;1;2;1;1;2;;8;6;;;3;4;1;1;4;1;1;3;1.01137594750442;74873.407079646
424;3;2;1;1;1;2;1;2;1;1;1;1;1;1;1;2;2;1;2;1;1;1;8;1;1;2;1;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;4;2;;;8;3;;;1;4;3;4;4;4;3;1;1.01137594750442;74873.407079646
425;3;2;1;1;1;1;1;2;2;1;2;1;1;2;1;2;2;1;1;2;1;1;3;1;1;2;2;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;5;2;3;2;2;1.01137594750442;74873.407079646
426;3;1;1;1;2;2;1;3;1;2;2;2;2;2;2;2;2;1;1;2;1;1;97;2;;;;;;;1;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;1;2;;;8;7;;;3;4;1;7;5;2;1;3;1.01137594750442;74873.407079646
427;3;2;2;1;2;2;1;2;1;1;1;1;1;1;1;2;2;1;1;2;1;1;7;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;7;4;4;3;3;1.01137594750442;74873.407079646
428;3;1;1;2;2;2;1;2;2;1;2;1;2;2;2;2;1;1;1;1;1;1;8;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;5;1;3;2;2;1.01137594750442;74873.407079646
429;3;3;1;1;2;1;1;2;2;2;2;1;2;2;2;2;2;1;2;1;1;1;7;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;1;2;1;1.01137594750442;74873.407079646
430;3;3;2;1;2;2;1;3;2;2;2;2;2;2;1;2;2;1;2;2;1;1;7;2;;;;;;;1;2;2;2;1;2;2;2;2;2;2;1;2;2;2;1;2;1;2;;;8;1;;;3;3;1;2;2;2;1;1;1.01137594750442;74873.407079646
431;3;2;3;1;2;2;1;2;2;2;2;1;1;2;2;2;3;1;2;1;1;1;7;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;5;1;2;2;3;1.01137594750442;74873.407079646
432;3;3;3;1;1;1;1;2;2;2;2;2;2;1;2;2;3;1;3;2;1;1;8;1;2;2;1;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;3;3;3;1;1;1.01137594750442;74873.407079646
433;3;2;3;97;1;1;1;2;1;1;1;1;1;1;1;2;2;1;1;1;1;1;7;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;5;3;4;1;1;1.01137594750442;74873.407079646
434;4;2;1;2;1;1;2;2;2;1;2;1;2;2;2;2;3;1;2;1;1;1;7;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;3;2;3;1;3;0.901742022837209;68380.6744186047
435;4;2;1;1;2;2;1;2;2;2;2;1;1;1;2;2;2;1;3;1;1;1;2;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;7;5;2;1;3;0.901742022837209;68380.6744186047
436;4;2;97;1;1;2;2;1;2;2;2;1;2;2;2;2;2;1;1;1;1;1;7;1;1;2;2;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;4;5;4;1;3;0.901742022837209;68380.6744186047
437;4;2;1;1;2;2;1;2;2;1;2;1;1;2;1;2;2;1;2;1;1;1;7;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;6;1;1;1;3;0.901742022837209;68380.6744186047
438;4;3;1;1;1;2;1;2;2;1;2;1;1;2;2;2;2;1;1;2;1;1;3;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;5;1;2;1;1;0.901742022837209;68380.6744186047
439;4;2;2;1;1;2;1;2;2;1;1;1;1;1;1;2;2;1;2;1;1;1;8;1;1;1;2;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;3;3;2;1;1;0.901742022837209;68380.6744186047
440;4;3;2;3;2;2;1;3;2;2;2;1;2;2;1;2;2;1;1;1;1;1;3;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;5;1;3;2;2;0.901742022837209;68380.6744186047
441;4;3;1;1;2;1;2;2;1;2;2;2;2;2;2;2;3;1;3;2;1;1;8;1;1;2;2;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;1;5;2;2;1;3;0.901742022837209;68380.6744186047
442;4;2;2;2;1;2;1;2;1;1;2;1;2;2;2;2;2;1;1;1;1;1;3;1;1;2;1;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;7;5;4;2;3;0.901742022837209;68380.6744186047
443;4;2;1;1;2;2;1;2;2;1;2;1;2;2;2;2;2;1;1;1;1;1;3;1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;97;;2;;9;;;;1;3;2;5;1;2;2;2;0.901742022837209;68380.6744186047
444;4;3;1;2;1;2;1;2;2;2;2;1;1;2;2;2;2;1;1;1;1;1;3;1;1;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;5;1;3;2;3;0.901742022837209;68380.6744186047
445;4;2;2;3;1;1;1;2;2;1;2;1;1;1;2;2;2;1;1;1;1;1;7;1;2;2;1;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;4;4;4;1;1;0.901742022837209;68380.6744186047
446;4;3;1;1;1;2;2;3;2;2;1;1;2;2;2;2;3;1;1;1;1;1;7;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;1;3;3;2;1;3;0.901742022837209;68380.6744186047
447;4;2;3;2;2;2;1;2;2;2;2;1;2;2;2;2;3;1;1;1;1;1;3;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;8;2;;;3;;;;3;1;3;5;2;3;1;3;0.901742022837209;68380.6744186047
448;4;3;1;3;1;1;2;1;2;1;2;2;1;2;2;2;2;1;2;1;1;1;7;1;2;2;2;2;2;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;2;4;1;2;0.901742022837209;68380.6744186047
449;4;3;2;1;2;2;1;2;1;2;2;2;2;1;2;2;3;1;3;1;1;1;5;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;4;1;1;3;0.901742022837209;68380.6744186047
450;4;3;1;1;2;1;1;3;2;1;1;1;2;2;2;2;3;1;2;1;1;1;3;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;5;2;2;1;3;0.901742022837209;68380.6744186047
451;4;2;1;1;1;2;1;2;1;2;2;2;1;2;2;2;2;1;2;1;1;2;;1;1;2;1;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;5;2;3;2;1;0.901742022837209;68380.6744186047
452;4;2;3;1;1;2;2;2;2;2;2;1;2;1;2;2;1;1;1;1;1;1;3;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;5;1;2;2;1;0.901742022837209;68380.6744186047
