"ID";"P03";"P04";"P05";"P06";"P07";"P08_1";"P08_2";"P08_3";"P08_4";"P08_5";"P08_6";"P08_7";"P08_8";"P08_9";"P08_10";"P08_11";"P09";"P10";"P11";"P12_01";"P12_02";"P12_03";"P12_04";"P13";"P15";"P16";"P17_1";"P17_2";"P17_3";"P17_4";"P17_5";"P17_6";"P18_A";"P18_D";"P19_1";"P19_2";"P19_3";"P19_4";"P19_5";"P21_A";"P21_B";"P22_A";"P22_B";"P22_C";"P22_D1";"P22_E";"P23";"P25";"P26";"P28_1";"P28_2";"P28_3";"P28_4";"P28_5";"P28_6";"P28_7";"P28_8";"P28_9";"P29";"P30_01";"P30_02";"P30_03";"P30_04";"P30_05";"P30_06";"P30_07";"P30_08";"P30_09";"P30_10";"P30_11";"P30_12";"P33_1";"P33_2";"VD_P35";"P36";"P38";"P39";"P40";"P41";"V08";"V09";"V10";"V11";"V12";"V12_A";"V12_B";"V15";"VD_REGIAO";"VD_IDADE";"VD_RACA";"VD_EDUCACAO";"VD_OCUPACAO";"VD_TRABALHO";"VD_RENDA";"VD_RELIGIAO";"VD_PORTE";"POP_regiao_idade";"POP_regiao_raca";"POP_regiao_edu";"POP_regiao_porte";"W1";"W2"
"61";3;1;1;1;3;1;1;1;1;1;1;1;2;1;0;0;2;2;3;1;1;2;2;2;2;1;1;1;1;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;1;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;2;4;2;2;2;2;2;;4;5;1;4;4;"3";2;3;2;1;1628314,05813775;3669920,78366589;1926584,00950762;2153020,05470942;0,182984706628559;8159,0040921804
"62";3;1;2;1;3;1;1;1;1;1;1;1;2;1;0;0;2;2;3;1;2;1;2;2;1;1;1;1;2;2;1;2;1;1;1;1;2;2;2;20;;;;;;;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;1;2;2;2;1;1;2;2;2;2;2;2;4;3;1;2;1;2;3;2;1;;;;6;3;3;1;1;2;"1";1;3;3;2;8292998,1115813;21435571,5784308;5696273,08719308;15599497,5813694;1,35193633479635;42827,6517811379
"63";3;2;1;97;4;1;1;1;1;1;1;1;2;1;0;0;2;3;3;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;2;;;;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;5;1;2;1;3;1;3;1;2;1;;;2;97;2;2;4;3;"1";1;1;1;1;4474385,18221597;14898000,1979184;7259394,23046714;10613747,399869;0,580278168423321;36006,0159202153
"64";2;9;1;2;3;1;1;1;1;1;1;1;2;1;0;0;2;3;4;2;2;2;2;1;2;1;1;1;1;1;1;1;1;1;2;1;1;2;2;97;;;;;;;2;2;2;2;2;2;2;2;2;2;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;5;2;2;1;1;1;3;1;2;2;2;2;;4;1;1;3;3;"3";2;1;2;2;2120604,22046604;99531,21371288;2358346,69976694;2828257,81207705;0,42071052715868;4768,47768917233
"65";3;2;1;1;3;1;1;1;1;1;1;1;2;1;0;0;2;1;1;1;1;1;1;2;3;1;1;1;1;1;1;1;1;1;1;2;1;2;1;1;;2;;;;1;2;2;2;2;2;2;1;2;1;2;2;2;3;2;2;2;2;2;2;2;2;2;2;2;2;;;4;3;1;2;1;1;3;2;1;;;;3;3;2;3;1;2;"1";1;3;2;2;4595041,07124126;6273888,68778369;3762891,45355231;7731021,03806011;0,695186851079864;14306,9177035421
"66";1;2;2;1;3;1;1;1;1;1;1;1;2;1;0;0;2;3;4;1;1;2;2;2;2;2;1;2;1;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;1;2;1;2;2;2;1;2;2;2;1;1;1;1;1;2;3;1;1;;;;5;2;4;2;3;3;"1";1;1;2;3;2252075,16102183;85787,20077336;3480847,43992385;2443804,96747532;0,455385003963667;4117,68239913713
"67";3;1;1;1;3;1;1;1;1;1;1;1;2;1;0;0;1;2;5;2;2;2;2;2;2;1;1;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;2;2;2;2;2;2;2;2;2;2;1;1;3;2;1;97;2;1;4;1;1;;;;1;4;3;2;1;4;"1";1;4;3;3;6626547,21734997;21435571,5784308;11219551,754314;16041980,2259275;1,87179217291575;27686,0457425513
"68";3;1;1;1;3;1;1;1;1;1;1;1;2;1;0;0;2;1;3;1;1;2;2;2;1;1;1;1;1;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;4;3;2;2;3;2;4;1;1;;;;2;97;1;4;4;4;"1";1;3;1;3;1088578,61259989;5164153,94647996;1499244,44762391;2061622,47029637;0,179930621055583;3268,70607571681
"69";2;1;2;1;3;1;1;1;1;1;1;1;2;1;0;0;2;2;3;1;1;97;2;2;2;3;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;5;3;97;1;2;1;4;1;2;2;2;2;;4;4;5;1;4;"3";2;97;1;2;3549069,08752912;10072401,6435758;3392772,73855813;5811472,35270075;1,39922026644262;54238,6711575732
"70";2;2;1;1;3;1;1;1;1;1;1;1;2;1;0;0;2;2;4;1;1;1;2;2;1;1;1;2;1;1;1;2;1;1;1;2;2;2;2;19;;;;;;;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;;;2;2;1;1;2;2;6;;1;;;;6;1;4;1;4;4;"1";1;4;3;3;2651313,51254732;2358209,30927529;3392772,73855813;2443804,96747532;0,426501513466645;6290,81135435214
"71";2;1;1;1;3;1;1;1;1;1;1;1;2;1;0;0;1;1;3;1;1;2;2;1;1;1;1;2;2;1;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;2;3;1;1;2;1;4;1;1;;;;2;4;5;4;1;4;"1";1;4;3;2;1170024,49772926;2544897,92588269;1926584,00950762;1954125,97753969;0,225906683261382;5498,19717460497
"72";3;3;1;1;3;1;1;1;1;1;1;1;2;1;0;0;2;2;3;1;1;1;1;2;1;1;1;2;2;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;4;2;1;2;1;2;4;1;1;;;;1;1;1;1;2;4;"1";1;4;2;2;2120604,22046604;549242,77217448;1499244,44762391;2828257,81207705;0,179930621055583;7118,03077173213
"73";3;97;1;1;4;1;1;1;1;1;1;1;2;1;0;0;2;1;4;1;1;1;2;2;1;1;1;2;1;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;2;3;1;1;2;2;3;1;1;;;;5;97;2;2;4;3;"1";1;97;1;3;4474385,18221597;14898000,1979184;7259394,23046714;5881277,34048095;0,637655208856705;11419,9880796635
"74";2;3;1;1;3;1;1;1;1;1;1;1;2;1;0;0;1;2;3;1;1;1;1;1;1;1;1;2;1;2;1;2;1;1;1;2;1;2;2;2;;;2;;;1;2;2;2;2;2;2;2;2;2;2;1;2;4;2;2;2;2;2;2;2;2;2;2;2;2;;;2;3;1;1;1;2;4;1;1;;;;2;3;4;2;1;4;"1";1;4;1;1;2252075,16102183;10072401,6435758;3392772,73855813;4835858,60259792;0,455385003963667;16054,7307054434
"75";3;2;1;1;3;1;1;1;1;1;1;1;2;1;0;0;2;2;5;1;2;2;2;2;1;1;1;1;1;1;1;1;1;1;2;2;1;2;2;1;;;;2;;1;1;1;2;2;2;2;2;2;2;2;1;2;97;1;2;2;2;2;2;2;2;2;2;2;2;1;1;4;3;2;1;2;1;3;1;2;2;2;2;;4;5;1;4;3;"3";2;1;3;1;1628314,05813775;3669920,78366589;1927007,87039979;2153020,05470942;0,365969413257117;20457,9605926447
"76";3;3;1;1;3;1;1;1;1;1;1;1;2;1;0;0;1;2;3;1;1;1;2;1;1;1;1;1;1;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;1;1;1;1;1;2;4;1;1;;;;2;1;3;4;1;4;"1";1;4;1;3;6718284,41177193;21435571,5784308;11219551,754314;16041980,2259275;0,978461453391301;25985,3664415122
"77";2;2;2;1;3;1;1;1;1;1;1;1;2;1;0;0;2;2;5;1;2;1;2;2;2;2;1;2;1;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;2;3;1;1;2;1;4;1;2;2;2;2;;2;4;5;1;4;"3";2;4;3;2;3549069,08752912;10072401,6435758;3392772,73855813;5811472,35270075;0,85300302693329;33065,3806150731
"78";3;3;1;1;3;1;1;1;1;1;1;1;2;1;0;0;2;2;4;1;2;2;2;2;2;1;1;1;1;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;4;2;2;1;1;2;3;1;2;1;;;3;4;4;1;1;3;"1";1;3;1;3;2651313,51254732;10072401,6435758;3480847,43992385;2443804,96747532;0,455385003963667;13833,1454432679
"79";3;1;1;1;3;1;1;1;1;1;1;1;2;1;0;0;1;2;5;1;1;2;1;1;3;3;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;3;1;1;2;2;1;4;1;1;;;;2;4;3;4;1;4;"1";1;4;1;2;6718284,41177193;21435571,5784308;11219551,754314;15599497,5813694;1,87179217291575;64535,7229903806
"80";3;97;1;97;3;1;1;1;1;1;1;1;2;1;0;0;2;1;5;1;2;2;1;1;2;1;1;1;1;2;1;2;1;1;1;2;1;1;1;8;;;;;;;1;2;2;2;1;2;2;2;2;2;2;2;8;1;1;2;1;1;1;1;2;2;2;1;1;1;1;1;1;1;1;4;2;4;1;2;1;;;2;2;2;5;1;4;"1";1;3;3;1;5236594,20628577;6273888,68778369;4208133,6330169;10613747,399869;0,580278168423321;72765,1224732199
"81";3;3;1;1;3;1;1;1;1;1;1;1;2;1;0;0;2;2;5;1;1;1;2;2;1;1;1;1;1;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;2;3;1;1;1;2;4;1;1;;;;2;1;4;3;1;4;"1";1;4;1;2;2281776,21520491;10072401,6435758;3392772,73855813;5811472,35270075;0,426501513466645;9774,09122494272
"82";2;1;2;1;4;1;1;1;1;1;1;1;2;1;0;0;2;3;2;1;1;2;1;2;2;1;1;2;1;2;1;2;1;1;1;2;1;2;2;1;;2;;;;1;2;2;2;1;2;2;2;2;2;2;2;2;4;2;2;2;2;2;2;2;2;2;2;2;2;;;6;3;2;1;6;1;2;1;1;;;;1;1;4;2;4;2;"1";1;3;2;3;2252075,16102183;2358209,30927529;2041883,72723215;2443804,96747532;0,296367916366303;2789,70681638612
"83";3;97;1;3;4;1;1;1;1;1;1;1;2;1;0;0;2;3;3;1;1;2;1;2;3;3;;;;;;;1;2;1;2;2;2;2;;8;;;;;;2;2;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;;;5;2;1;1;1;1;2;2;2;2;2;2;;4;1;4;4;1;"3";2;1;1;1;1088578,61259989;5164153,94647996;2267202,44555839;2363871,19571558;0,359861242111166;28621,3902602089
"84";2;2;2;1;3;1;1;1;1;1;1;1;2;1;0;0;3;97;97;2;2;1;2;2;2;1;2;2;2;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;6;2;1;1;2;1;4;1;2;2;2;2;;97;3;4;1;4;"3";2;97;2;2;6718284,41177193;21435571,5784308;11219551,754314;15599497,5813694;9,35896086457875;322678,614951903
"85";1;1;1;1;3;1;1;1;1;1;1;1;2;1;0;0;2;2;5;2;1;2;1;2;97;1;1;2;2;1;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;2;2;1;1;1;2;3;1;2;2;1;2;;4;5;1;2;3;"2";2;97;3;2;1628314,05813775;624691,97513099;1927007,87039979;1954125,97753969;0,451813366522763;17503,8149564287
"86";3;1;1;1;3;1;1;1;1;1;1;1;2;1;0;0;1;1;3;1;2;2;2;2;1;1;1;2;1;2;2;2;1;1;1;2;1;2;1;3;;;;1;;;1;2;2;2;1;2;2;2;2;2;2;2;3;1;1;1;2;1;2;1;1;2;2;1;1;1;1;3;3;1;1;1;1;3;1;1;;;;5;1;1;2;4;3;"1";1;4;3;2;1410601,17309659;5164153,94647996;2358346,69976694;2828257,81207705;0,359861242111166;10511,4519904255
"87";3;1;1;1;3;1;1;1;1;1;1;1;2;1;0;0;1;2;2;1;2;2;2;2;2;1;1;2;1;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;4;2;2;1;2;1;2;1;2;2;1;2;;3;3;1;1;2;"2";2;3;2;1;8292998,1115813;21435571,5784308;5696273,08719308;8084671,29925415;1,37301394574092;45377,8220609701
"88";3;2;1;1;3;1;1;1;1;1;1;1;2;1;0;0;2;3;4;1;1;1;2;2;2;2;1;2;1;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;2;2;2;1;2;1;2;2;2;2;1;2;;4;2;3;4;1;"2";2;97;3;3;4595041,07124126;14898000,1979184;8995626,46137368;5881277,34048095;1,32867923007436;28231,5589757012
"89";3;3;1;1;3;1;1;1;1;1;1;1;2;1;0;0;1;2;4;1;1;2;1;2;1;2;1;2;2;2;2;2;1;1;1;2;1;2;2;97;;;;;;;1;2;1;2;2;1;1;2;2;2;2;2;97;1;2;2;2;2;2;1;1;2;2;2;2;2;1;5;2;2;2;1;2;3;2;2;2;1;2;;1;3;1;1;2;"2";2;3;3;3;8292998,1115813;21435571,5784308;5696273,08719308;16041980,2259275;1,35193633479635;32988,8240308091
"90";2;2;1;1;3;1;1;1;1;1;1;1;2;1;0;0;2;2;4;1;1;2;2;2;1;3;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;3;2;2;1;2;1;4;2;2;2;1;1;;2;3;4;1;4;"2";2;3;3;3;6718284,41177193;21435571,5784308;11219551,754314;16041980,2259275;5,61537651874725;149129,652518213
"91";3;2;3;1;3;1;1;1;1;1;1;1;2;1;0;0;2;2;2;1;1;1;2;2;1;2;1;1;1;1;1;1;1;1;1;2;1;1;1;1;;2;;;;1;1;2;2;2;1;1;2;2;2;2;2;2;97;1;1;1;2;2;1;1;1;2;2;1;1;2;2;6;3;1;1;4;1;2;2;2;2;2;2;;97;5;5;4;1;"3";2;3;2;3;1496665,07427252;3669920,78366589;1976804,0794201;2810671,34868652;1,0009028249611;34733,3713306945
"92";2;1;2;3;2;1;1;1;1;1;1;1;2;1;0;0;2;2;5;1;1;1;1;2;3;3;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;3;1;1;1;1;1;3;2;2;2;1;1;;2;1;3;2;2;"2";2;1;2;1;1349979,57783012;549242,77217448;1128957,88513977;2363871,19571558;0,179930621055583;5859,62850643695
"93";2;1;1;1;3;1;1;1;1;1;1;1;2;1;0;0;1;2;3;1;1;1;1;2;2;1;1;2;1;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;4;3;1;2;2;1;4;1;1;;;;2;1;5;3;1;4;"1";1;4;1;3;1357583,87039275;2544897,92588269;1926584,00950762;2810671,34868652;0,333634274987034;7063,5144555064
"94";2;2;2;1;3;1;1;1;1;1;1;1;2;1;0;0;1;1;3;1;1;1;1;2;1;1;1;2;1;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;2;3;1;1;6;1;2;1;1;;;;3;4;3;4;4;2;"1";1;3;3;2;6718284,41177193;14014348,5743857;5696273,08719308;15599497,5813694;3,7435843458315;80633,0057819896
"95";3;3;1;1;4;1;1;1;1;1;1;1;2;1;0;0;2;1;3;1;1;2;1;2;1;3;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;3;1;1;1;1;1;3;2;2;2;2;2;;4;4;1;4;2;"3";2;1;3;2;2651313,51254732;2358209,30927529;2041883,72723215;5811472,35270075;0,573227083572636;13303,2279431924
"96";2;1;2;1;3;1;1;1;1;1;1;1;2;1;0;0;1;2;3;1;1;1;1;2;2;2;1;2;1;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;2;1;1;1;6;2;4;1;1;;;;2;4;1;2;4;4;"1";1;4;1;1;1410601,17309659;5164153,94647996;1499244,44762391;2363871,19571558;0,276256938827918;8167,53352675698
"97";2;1;2;2;3;1;1;1;1;1;1;1;2;1;0;0;1;2;3;1;2;1;2;1;2;1;1;2;1;2;1;2;1;1;1;2;1;1;1;1;;;;2;;1;1;1;2;2;1;1;1;2;1;2;2;2;6;1;1;1;2;2;2;2;1;2;2;2;2;1;2;6;3;2;3;5;1;2;1;1;;;;5;3;4;4;1;2;"1";1;3;2;1;2356901,94647081;10072401,6435758;2041883,72723215;4835858,60259792;0,455385003963667;16107,8842066979
"98";2;3;1;1;3;1;1;1;1;1;1;1;2;1;0;0;2;2;5;1;2;1;2;2;1;1;1;2;1;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;1;2;2;2;1;2;2;2;2;2;2;2;3;2;2;2;1;2;4;2;2;2;2;1;;1;3;1;4;4;"3";2;4;1;1;8292998,1115813;14014348,5743857;11219551,754314;8084671,29925415;1,37301394574092;27266,7131154428
"99";2;1;2;1;3;1;1;1;1;1;1;1;2;1;0;0;2;3;5;1;1;2;2;2;2;1;1;1;1;1;1;1;1;1;1;2;1;2;2;1;;1;;;;;1;2;1;2;2;2;2;2;1;2;2;2;4;1;1;1;2;2;2;2;2;2;1;2;2;1;2;4;3;1;2;2;1;3;1;1;;;;5;4;3;2;4;3;"1";1;3;2;3;6626547,21734997;14014348,5743857;12322615,2408783;16041980,2259275;1,35193633479635;19569,3440042822
"100";3;2;1;1;3;1;1;1;1;1;1;1;2;1;0;0;2;2;3;1;1;1;1;2;2;3;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;3;3;2;1;2;1;3;1;1;;;;5;4;2;4;4;3;"1";1;97;1;3;3882757,46528652;14898000,1979184;7259394,23046714;5881277,34048095;0,567016552780027;15023,8797477162
"101";3;1;1;1;3;1;1;1;1;1;1;1;2;1;0;0;2;1;4;1;2;1;2;2;1;3;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;2;3;1;2;2;2;6;;1;;;;5;1;3;3;1;4;"1";1;4;3;3;7214590,0083199;21435571,5784308;11219551,754314;16041980,2259275;1,87179217291575;32682,2600502328
"102";3;5;1;1;3;1;1;1;1;1;1;1;2;1;0;0;2;3;4;1;2;2;2;2;2;2;1;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;97;1;1;2;2;2;2;2;2;2;1;2;97;2;1;1;2;1;5;1;3;1;1;;;;5;4;3;4;1;3;"1";1;1;1;3;6718284,41177193;21435571,5784308;12322615,2408783;16041980,2259275;0,965593794284431;40960,0430948136
"103";2;1;1;1;3;1;1;1;1;1;1;1;2;1;0;0;2;2;3;1;1;2;2;2;1;1;1;2;1;1;2;2;1;97;2;2;1;2;1;;;;;;;;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;3;3;1;1;2;1;4;1;1;;;;1;2;3;3;4;4;"1";1;3;3;3;7214590,0083199;14014348,5743857;11219551,754314;16041980,2259275;1,95871989072328;20953,7952305845
"104";3;1;1;1;3;1;1;1;1;1;1;1;2;1;0;0;2;2;3;1;2;1;2;2;1;1;2;2;1;2;1;2;1;1;2;2;1;1;2;5;;;;;;;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;1;2;2;4;2;1;;;;5;1;5;1;2;4;"1";1;3;2;3;1628314,05813775;624691,97513099;1926584,00950762;2810671,34868652;0,333634274987034;7660,20240110476
"105";3;1;2;1;4;1;1;1;1;1;1;1;2;1;0;0;1;3;3;1;2;1;2;2;2;3;;;;;;;1;1;1;1;1;1;1;1;;;;2;;1;2;2;2;1;2;2;2;2;2;2;2;2;5;2;2;2;2;2;2;2;2;2;2;2;2;;;2;2;2;1;1;1;2;2;2;2;2;2;;4;2;3;3;1;"3";2;1;3;3;4595041,07124126;219310,52186252;8995626,46137368;5881277,34048095;0,567016552780027;2384,00936859983
"106";3;1;1;1;3;1;1;1;1;1;1;1;2;1;0;0;2;1;2;1;1;1;1;2;1;1;1;2;1;2;1;2;1;1;1;1;2;2;1;7;;;;;;;2;2;2;2;2;1;1;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;;;3;3;2;1;1;2;3;1;1;;;;5;1;5;1;1;3;"1";1;3;2;3;1628314,05813775;2544897,92588269;1927007,87039979;2810671,34868652;0,182984706628559;5842,26728817593
"107";3;2;1;2;3;1;1;1;1;1;1;1;2;1;0;0;1;2;3;1;1;1;1;1;1;1;1;2;1;1;1;2;1;1;1;2;2;2;2;97;;;;;;;2;1;1;2;2;2;2;2;2;1;2;2;3;1;1;1;2;2;2;1;1;2;2;2;2;2;2;6;2;2;1;2;1;4;2;2;2;1;1;;3;5;1;1;4;"2";2;97;2;3;1628314,05813775;2544897,92588269;1926584,00950762;2810671,34868652;0,333634274987034;8496,53982765699
"108";3;2;1;1;3;1;1;1;1;1;1;1;2;1;0;0;2;2;5;1;2;1;2;2;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;97;;;;;2;1;2;2;1;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;2;2;1;1;1;2;2;3;97;1;1;1;1;2;2;1;;;;3;4;2;1;1;1;"1";1;97;3;2;6037267,85338051;6273888,68778369;8995626,46137368;7731021,03806011;0,695186851079864;46626,545007197
"109";3;3;1;1;3;1;1;1;1;1;1;1;2;1;0;0;2;2;5;2;2;2;2;2;1;2;1;2;1;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;1;1;1;1;3;2;4;1;1;;;;2;1;5;3;1;4;"1";1;3;1;3;1357583,87039275;2544897,92588269;1926584,00950762;2810671,34868652;0,333634274987034;7063,5144555064
"110";3;2;1;2;2;1;1;1;1;1;1;1;2;1;0;0;2;2;3;1;2;1;1;2;1;1;1;1;1;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;5;2;1;2;1;1;2;1;2;2;1;1;;4;4;3;1;2;"2";2;1;3;2;2281776,21520491;10072401,6435758;2041883,72723215;5811472,35270075;0,85300302693329;18714,739311889
"111";3;9;1;1;3;1;1;1;1;1;1;1;2;1;0;0;2;2;4;1;2;2;2;2;97;1;1;1;1;2;1;2;1;1;1;1;1;2;1;3;;;;1;;;2;1;1;2;1;2;1;2;1;2;2;2;2;1;1;2;2;2;2;2;2;2;2;1;2;2;2;5;2;2;1;2;1;3;1;1;;;;5;1;3;1;4;3;"1";1;3;2;3;8292998,1115813;14014348,5743857;12322615,2408783;16041980,2259275;1,37301394574092;32155,517100552
"112";3;2;1;1;3;1;1;1;1;1;1;1;2;1;0;0;2;2;5;1;1;1;1;2;2;1;1;1;1;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;4;2;1;1;2;1;4;1;1;;;;2;4;4;3;1;4;"1";1;97;1;2;2281776,21520491;10072401,6435758;3392772,73855813;5811472,35270075;0,573227083572636;13136,5859921737
"113";3;2;1;1;3;1;1;1;1;1;1;1;2;1;0;0;2;3;3;1;1;1;1;2;2;1;1;2;1;2;2;2;1;1;1;2;1;2;2;1;;;;2;;1;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;5;2;2;97;6;1;3;2;2;2;2;2;;4;5;1;4;2;"3";2;1;1;3;1628314,05813775;3669920,78366589;1087421,42160812;2810671,34868652;0,255743900242304;4340,12531265347
"114";2;1;2;1;3;1;1;1;1;1;1;1;2;1;0;0;2;1;3;1;1;1;2;2;1;1;1;2;1;2;1;2;1;1;1;2;1;2;2;5;;;;;;;2;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;3;2;1;1;6;1;4;2;1;;;;2;3;3;2;4;4;"1";1;4;2;3;6626547,21734997;14014348,5743857;11219551,754314;16041980,2259275;1,37301394574092;12442,6865598497
"115";2;2;2;1;3;1;1;1;1;1;1;1;2;1;0;0;2;3;97;1;1;1;2;2;2;2;1;2;1;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;3;3;1;1;2;1;4;1;1;;;;4;2;4;3;4;4;"1";1;4;2;2;2281776,21520491;2358209,30927529;3392772,73855813;5811472,35270075;0,455385003963667;6970,3675499954
"116";3;1;1;1;1;1;1;1;1;1;1;1;2;1;0;0;2;2;3;1;2;2;2;2;1;3;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;2;3;1;3;1;2;3;1;2;2;2;2;;4;3;1;4;3;"3";2;1;1;2;8292998,1115813;14014348,5743857;12322615,2408783;15599497,5813694;2,74602789148185;83491,6266150448
"117";3;1;1;2;4;1;1;1;1;1;1;1;2;1;0;0;1;2;3;1;1;1;1;2;2;1;1;1;1;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;3;2;1;;;;5;4;4;1;1;2;"1";1;3;3;3;2651313,51254732;10072401,6435758;2041883,72723215;2443804,96747532;1,14645416714527;24238,1259579688
"118";3;1;1;1;3;1;1;1;1;1;1;1;2;1;0;0;2;1;3;1;1;2;2;1;1;1;1;2;1;2;2;2;1;1;2;2;1;2;2;1;;;;2;;1;2;2;2;2;2;1;1;2;2;2;2;2;6;1;1;1;2;2;2;2;1;2;2;2;2;2;2;97;97;97;97;1;1;4;1;1;;;;1;97;3;3;1;4;"1";1;97;1;3;7214590,0083199;21435571,5784308;11219551,754314;16041980,2259275;0,965593794284431;16859,6642000785
"119";2;9;1;1;3;1;1;1;1;1;1;1;2;1;0;0;2;2;3;1;2;2;2;2;2;1;1;2;2;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;2;2;2;1;1;1;3;1;2;2;2;2;;4;1;1;4;3;"3";2;97;1;3;2120604,22046604;5164153,94647996;2358346,69976694;2061622,47029637;0,179930621055583;6420,63023691734
"120";3;1;1;1;3;1;1;1;1;1;1;1;2;1;0;0;1;1;2;1;2;1;2;2;1;2;1;2;1;2;2;2;1;1;1;2;1;2;2;2;;;2;;;1;2;1;2;2;1;2;2;2;2;2;2;2;5;2;2;2;2;2;2;2;2;2;2;2;2;;;2;1;1;1;4;1;4;2;2;2;1;1;;97;1;3;4;4;"2";2;97;1;3;1349979,57783012;5164153,94647996;1499244,44762391;2061622,47029637;0,22261227921727;3353,79748310636
