"I01";"P04";"P05";"P06";"P07";"P08";"P09";"P10";"P11";"P12";"P13_01";"P13_02";"P13_03";"P13_04";"P13_05";"P13_06";"P13_07";"P13_08";"P14";"P15";"P16";"P17";"P18";"P19";"P20";"P21";"P22";"P23_01";"P23_02";"P23_03";"P23_04";"P23_05";"P23_06";"P24";"P25_01";"P25_02";"P25_03";"P25_04";"P25_05";"P25_06";"P26_01";"P26_02";"P26_03";"P26_04";"P26_05";"P26_06";"P26_07";"P26_08";"P26_09";"P26_10";"P26_11";"P26_12";"P26_13";"P27_01";"P27_02";"P27_03";"P27_04";"P27_05";"P27_06";"P27_07";"P27_08";"P27_09";"P27_10";"P27_11";"P27_12";"P27_13";"P27_14";"P27_15";"P27_16";"P28";"P29";"P30";"P31_01";"P31_02";"P31_03";"P31_04";"P31_05";"P31_06";"P31_07";"P31_08";"P31_09";"P32";"P34";"P35";"P36";"P38";"VD_IDADE";"VD_RENDA";"VD_RACA";"W1";"W2"
"909";5;"2";"3";"1";"1";"1";"1";"1";"3";"2";"1";"1";"2";"1";"2";"2";"2";"1";"3";"1";"1";"1";"1";"4";"1";"1";"1";"2";"1";"2";"1";"2";"1";"2";"2";"1";"2";"1";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"1";"1";"1";"3";"8";"3";"2";"3";"1.37376911003689";"81134.9411764706"
"910";4;"3";"1";"1";"2";;;"1";"3";"1";"1";"1";"1";"1";"1";"1";"2";"1";"2";"1";"2";"1";"1";"4";"1";"1";"1";"2";"1";"2";"2";"2";"1";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"1";"1";"2";"5";"97";"1";"2";"3";"1.01248037331643";"59797.1922146027"
"911";5;"2";"1";"1";"2";;;"1";"3";"1";"1";"2";"1";"2";"2";"2";"2";"1";"2";"2";"2";"1";"1";"5";"2";;;;;;;;"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"6";"2";"7";"5";"2";"4";"1";"0.472329615257093";"27895.8343653251"
"912";4;"2";"1";"2";"2";;;"1";"3";"2";"2";"1";"1";"2";"2";"2";"2";"1";"2";"2";"1";"1";"1";"4";"1";"1";"2";"1";"2";"2";"1";"2";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1";"1";"5";"7";"5";"3";"2";"1.17971174874271";"69679.8"
"913";4;"3";"1";"1";"1";"1";"1";"1";"3";"2";"1";"2";"1";"2";"2";"2";"2";"1";"1";"2";"1";"1";"1";"4";"1";"1";"1";"2";"1";"2";"2";"2";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2";"1";"6";"4";"2";"2";"1";"1.36326731520585";"80514.7041223404"
"914";5;"2";"2";"1";"2";;;"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"1";"2";"1";"2";"1";"1";"4";"2";;;;;;;;"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2";"1";"6";"1";"5";"1";"1";"1.37416631260653";"81158.4"
"915";4;"2";"3";"1";"1";"1";"1";"1";"3";"2";"2";"2";"1";"2";"2";"2";"2";"1";"2";"2";"1";"1";"1";"10";"2";;;;;;;;"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"4";"1";"2";"97";"5";"2";"3";"2.14331765954866";"126584.555555556"
"916";5;"2";"3";"1";"1";"1";"1";"1";"3";"1";"1";"1";"1";"1";"1";"1";"2";"1";"1";"2";"1";"1";"1";"10";"1";"1";"1";"2";"2";"2";"2";"2";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2";"1";"7";"5";"3";"3";"1";"0.472329615257093";"27895.8343653251"
"917";4;"2";"1";"2";"1";"1";"2";"1";"4";"1";"1";"2";"2";"2";"2";"2";"2";"1";"1";"97";"1";"1";"1";"10";"1";"1";"2";"2";"1";"2";"1";"2";"1";"2";"1";"2";"2";"2";"2";"97";"97";"97";"97";"97";"97";"97";"97";"97";"97";"97";"97";"97";"97";"97";"97";"97";"97";"97";"97";"97";"97";"97";"97";"97";"97";"97";"97";"97";"2";"2";"2";"97";"97";"97";"97";"97";"97";"97";"97";"97";"1";"2";"1";"6";"6";"2";"2";"2";"1.36326731520585";"80514.7041223404"
"918";5;"3";"3";"1";"1";"1";"1";"1";"3";"2";"2";"2";"1";"2";"2";"2";"2";"1";"2";"2";"2";"1";"1";"10";"1";"1";"1";"2";"1";"2";"2";"2";"1";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"1";"2";"1";"2";"2";"2";"2";"2";"2";"2";"4";"2";"1";"4";"3";"1";"2";"1";"1.91741970934002";"113243"
"919";5;"3";"3";"2";"2";;;"1";"3";"2";"2";"2";"2";"2";"2";"1";"2";"1";"2";"2";"2";"1";"1";"12";"2";;;;;;;;"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2";"2";"5";"3";"2";"2";"1";"1.28931050813344";"76146.8076923077"
"920";4;"3";"1";"1";"1";"1";"1";"1";"4";"1";"1";"1";"1";"1";"1";"1";"2";"1";"2";"2";"1";"1";"1";"4";"1";"1";"1";"2";"1";"2";"2";"2";"1";"2";"2";"1";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"1";"2";"1";"2";"1";"2";"97";"4";"2";"3";"2.14331765954866";"126584.555555556"
"921";4;"2";"1";"2";"2";;;"2";"3";"2";"2";"2";"1";"2";"2";"2";"2";"1";"2";"2";"2";"1";"1";"10";"2";;;;;;;;"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1";"2";"5";"97";"1";"2";"3";"1.01248037331643";"59797.1922146027"
"922";5;"3";"3";"1";"2";;;"1";"4";"2";"2";"2";"2";"1";"2";"1";"2";"1";"3";"2";"1";"1";"1";"5";"2";;;;;;;;"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"6";"1";"3";"1";"1";"3";"1";"0.359430477732575";"21228"
"923";4;"2";"1";"1";"1";"1";"1";"1";"3";"1";"1";"2";"1";"1";"1";"1";"2";"1";"2";"2";"1";"1";"1";"10";"2";;;;;;;;"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1";"2";"7";"3";"3";"3";"1";"0.591974321132642";"34962.6532738095"
"924";5;"2";"1";"1";"2";;;"1";"3";"1";"2";"2";"1";"2";"2";"2";"2";"1";"2";"2";"1";"1";"1";"10";"1";"1";"1";"2";"2";"2";"2";"2";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1";"2";"5";"6";"1";"1";"3";"1.080230581888";"63797.5263157895"
"925";4;"2";"3";"2";"1";"1";"1";"1";"3";"1";"2";"2";"2";"2";"1";"2";"2";"1";"97";"2";"2";"1";"97";;"1";"1";"1";"2";"1";"2";"1";"2";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2";"1";"6";"1";"2";"1";"2";"1.36326731520585";"80514.7041223404"
"926";5;"3";"2";"2";"2";;;"2";"3";"2";"2";"2";"1";"2";"2";"2";"2";"1";"3";"2";"2";"1";"1";"4";"2";;;;;;;;"1";"1";"2";"2";"2";"1";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"1";"2";"1";"2";"1";"2";"4";"4";"2";"1";"2.00696691051622";"118531.666666667"
"927";4;"2";"1";"1";"2";;;"1";"3";"2";"2";"2";"2";"1";"2";"2";"2";"1";"3";"2";"1";"1";"1";"4";"1";"1";"1";"1";"1";"1";"1";"1";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2";"1";"2";"2";"4";"2";"3";"2.08693216351434";"123254.42251462"
"928";5;"2";"1";"2";"3";;;"2";"3";"2";"2";"2";"1";"1";"2";"2";"2";"1";"2";"1";"1";"1";"1";"5";"1";"1";"1";"2";"2";"2";"1";"2";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1";"2";"2";"3";"1";"2";"1";"1.91741970934002";"113243"
"929";4;"2";"3";"1";"1";"1";"1";"1";"3";"2";"2";"2";"1";"2";"2";"2";"2";"1";"2";"2";"1";"1";"1";"10";"1";"1";"1";"2";"2";"2";"2";"2";"1";"1";"2";"1";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"1";"2";"2";"2";"3";"2";"1";"5";"3";"3";"3";"1";"0.578717916904258";"34179.1381118881"
"930";3;"2";"2";"1";"1";"1";"1";"1";"2";"2";"1";"2";"1";"2";"2";"2";"2";"1";"2";"2";"1";"1";"1";"10";"1";"1";"1";"2";"1";"2";"2";"2";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1";"2";"3";"7";"4";"2";"2";"1.32631844248101";"78332.5"
"931";4;"2";"1";"1";"2";;;"1";"3";"2";"2";"2";"1";"2";"1";"2";"2";"1";"1";"2";"2";"1";"1";"10";"2";;;;;;;;"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1";"2";"7";"4";"4";"3";"1";"1.17864630456189";"69610.96875"
"932";3;"3";"1";"1";"1";"1";"1";"1";"3";"1";"1";"1";"1";"1";"1";"1";"2";"1";"3";"2";"1";"1";"1";"4";"2";;;;;;;;"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2";"1";"5";"1";"5";"97";"1";"0.0264137716818738";"1560"
"933";4;"2";"2";"2";"1";"1";"1";"1";"3";"2";"1";"2";"2";"1";"2";"2";"2";"1";"1";"2";"1";"1";"1";"4";"2";;;;;;;;"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2";"1";"5";"5";"1";"3";"1";"0.597817512197557";"35366.2222222222"
"934";3;"2";"1";"1";"1";"1";"1";"1";"3";"2";"2";"2";"1";"2";"2";"2";"2";"1";"1";"2";"1";"1";"1";"10";"2";;;;;;;;"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1";"1";"4";"6";"1";"1";"3";"1.7703516020113";"104557.142857143"
"935";4;"2";"1";"1";"1";"1";"1";"1";"3";"2";"1";"2";"2";"2";"2";"1";"2";"1";"2";"1";"1";"1";"1";"10";"1";"1";"1";"2";"2";"2";"2";"2";"1";"2";"2";"1";"2";"2";"2";"97";"97";"97";"97";"97";"97";"97";"97";"97";"97";"97";"97";"97";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"1";"2";"6";"6";"1";"2";"1";"1.01248037331643";"59797.1922146027"
"936";3;"97";"2";"1";"1";"1";"1";"1";"3";"2";"1";"2";"1";"2";"2";"2";"2";"1";"2";"2";"1";"1";"1";"5";"2";;;;;;;;"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2";"1";"3";"4";"2";"2";"3";"1.44906816855233";"85582.1111111111"
"937";4;"3";"2";"1";"1";"1";"1";"1";"3";"2";"2";"2";"2";"2";"2";"1";"2";"1";"3";"1";"1";"1";"1";"4";"1";"1";"2";"2";"2";"2";"1";"2";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"97";"1";"5";"6";"2";"3";"1";"0.578717916904258";"34179.1381118881"
"938";4;"3";"2";"1";"1";"1";"1";"1";"4";"2";"1";"2";"2";"2";"2";"2";"2";"1";"1";"2";"1";"1";"1";"5";"1";"1";"2";"2";"1";"2";"2";"2";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"4";"1";"3";"7";"3";"2";"3";"1.73837478453875";"102668.588815789"
"939";4;"3";"1";"1";"1";"1";"1";"1";"3";"2";"2";"2";"1";"2";"2";"2";"2";"1";"2";"2";"1";"1";"1";"10";"1";"2";"1";"2";"2";"2";"2";"2";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2";"1";"2";"3";"4";"97";"1";"0.201522121416681";"11901.9166666667"
"940";3;"2";"1";"1";"1";"1";"1";"1";"3";"2";"1";"2";"1";"2";"1";"2";"2";"1";"2";"2";"1";"1";"1";"4";"1";"1";"1";"1";"1";"1";"1";"1";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1";"2";"5";"8";"1";"1";"3";"0.870655483111302";"51421"
"941";2;"1";"1";"1";"2";;;"1";"2";"2";"2";"2";"1";"1";"2";"2";"2";"1";"1";"1";"2";"1";"1";"4";"2";;;;;;;;"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"6";"2";"5";"3";"1";"1";"3";"0.545110147304365";"32194.2597746081"
"942";3;"2";"1";"1";"1";"1";"1";"1";"2";"2";"2";"2";"1";"2";"2";"2";"2";"1";"1";"2";"1";"1";"1";"97";"1";"1";"1";"2";"2";"2";"2";"2";"1";"1";"2";"2";"2";"2";"2";"97";"97";"97";"97";"97";"97";"97";"97";"97";"97";"97";"97";"97";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"6";"1";"1";"3";"3";"4";"2";"3";"2.16433767885077";"127826"
"943";4;"3";"1";"1";"2";;;"2";"3";"2";"2";"2";"1";"2";"1";"2";"2";"1";"97";"2";"2";"1";"1";"10";"1";"1";"1";"2";"2";"2";"2";"2";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1";"2";"4";"6";"1";"1";"3";"1.50974918436104";"89177.75"
"944";3;"3";"2";"2";"3";;;"1";"2";"2";"2";"2";"1";"2";"2";"2";"2";"1";"1";"2";"1";"1";"1";"4";"1";"1";"2";"2";"1";"2";"2";"2";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1";"1";"3";"3";"2";"2";"3";"1.44906816855233";"85582.1111111111"
"945";3;"3";"1";"1";"1";"1";"1";"1";"3";"1";"2";"2";"1";"2";"2";"2";"2";"1";"2";"2";"1";"1";"1";"10";"1";"1";"1";"1";"2";"2";"2";"2";"1";"1";"2";"2";"2";"1";"2";"2";"1";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"4";"1";"1";"5";"5";"2";"2";"3";"1.05475749634505";"62294.0833333333"
"946";5;"3";"97";"1";"1";"1";"1";"1";"3";"2";"2";"1";"2";"1";"2";"2";"2";"1";"3";"2";"97";"1";"1";"9";"2";;;;;;;;"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"4";"1";"4";"7";"5";"2";"1";"1.74813821419406";"103245.217948718"
"947";4;"3";"3";"1";"1";"1";"1";"1";"3";"1";"2";"2";"2";"2";"2";"2";"2";"1";"2";"1";"1";"1";"1";"4";"1";"1";"2";"2";"1";"2";"2";"2";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2";"1";"8";"5";"3";"3";"1";"0.591974321132642";"34962.6532738095"
"948";4;"2";"97";"1";"2";;;"1";"3";"1";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"1";"1";"4";"1";"1";"1";"2";"2";"2";"2";"2";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1";"2";"5";"7";"5";"2";"3";"1.12269736404965";"66306.7368421053"
"949";3;"3";"2";"1";"1";"1";"1";"1";"3";"1";"1";"1";"1";"1";"1";"1";"2";"1";"2";"1";"1";"1";"1";"4";"1";"1";"1";"2";"1";"2";"1";"2";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2";"2";"6";"1";"1";"2";"3";"0.870655483111302";"51421"
"950";3;"2";"1";"1";"1";"1";"1";"1";"2";"1";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"1";"1";"1";"4";"1";"1";"1";"2";"1";"2";"2";"2";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2";"1";"5";"1";"5";"1";"3";"0.758213524493326";"44780.1666666667"
"951";4;"1";"1";"2";"2";;;"2";"3";"2";"2";"2";"1";"2";"1";"2";"2";"1";"2";"2";"2";"97";"1";"4";"2";;;;;;;;"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2";"1";"7";"5";"2";"3";"1";"0.591974321132642";"34962.6532738095"
"952";4;"2";"1";"1";"2";;;"1";"3";"1";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"1";"1";"2";;"1";"1";"1";"1";"2";"2";"2";"2";"1";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"1";"2";"1";"2";"2";"1";"2";"2";"2";"2";"2";"2";"4";"1";"2";"5";"5";"1";"2";"1";"1.01248037331643";"59797.1922146027"
"953";3;"3";"1";"1";"2";;;"1";"4";"1";"2";"2";"1";"2";"1";"2";"2";"1";"3";"2";"2";"1";"1";"10";"2";;;;;;;;"1";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"1";"1";"7";"3";"2";"2";"3";"0.600426513496056";"35461.25"
"954";4;"3";"1";"2";"2";;;"2";"3";"2";"2";"2";"1";"2";"2";"2";"2";"1";"2";"2";"2";"1";"1";"5";"2";;;;;;;;"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2";"1";"7";"4";"2";"3";"1";"0.591974321132642";"34962.6532738095"
"955";3;"3";"1";"1";"1";"1";"1";"1";"3";"2";"2";"2";"2";"1";"1";"2";"2";"1";"2";"1";"1";"1";"1";"10";"1";"1";"2";"2";"1";"2";"1";"2";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1";"2";"6";"3";"3";"2";"1";"0.648433402428654";"38296.5416666667"
"956";4;"3";"1";"3";"1";"1";"1";"1";"4";"2";"2";"2";"1";"2";"1";"2";"2";"1";"3";"1";"2";"1";"1";"12";"1";"1";"1";"2";"2";"2";"2";"2";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"5";"1";"2";"3";"4";"97";"3";"0.201522121416681";"11901.9166666667"
"957";4;"3";"3";"1";"1";"1";"2";"1";"3";"2";"2";"2";"1";"2";"2";"2";"2";"1";"3";"1";"2";"1";"1";"5";"1";"1";"1";"2";"2";"2";"2";"2";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2";"2";"5";"5";"2";"3";"1";"0.578717916904258";"34179.1381118881"
"958";4;"3";"1";"1";"1";"1";"1";"1";"4";"2";"2";"2";"1";"2";"1";"2";"2";"1";"2";"1";"2";"1";"1";"4";"1";"1";"2";"1";"2";"2";"1";"2";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"5";"2";"7";"1";"3";"97";"1";"0.289786166397034";"17114.8"
"959";4;"97";"1";"1";"1";"1";"1";"1";"97";"2";"2";"2";"1";"1";"2";"2";"2";"1";"1";"2";"2";"1";"2";;"1";"1";"1";"2";"2";"2";"1";"2";"1";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"1";"2";"5";"2";"1";"2";"1";"5";"2";"1";"2.08693216351434";"123254.42251462"
"960";4;"3";"1";"1";"2";;;"1";"3";"1";"1";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"1";"1";"5";"1";"1";"1";"2";"2";"2";"2";"2";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2";"1";"5";"5";"3";"2";"3";"1.36326731520585";"80514.7041223404"
"961";4;"2";"2";"1";"1";"1";"1";"1";"2";"2";"2";"2";"1";"2";"2";"2";"2";"1";"1";"1";"2";"1";"1";"4";"1";"2";"2";"2";"2";"2";"1";"2";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2";"1";"3";"7";"5";"97";"3";"0.220436470209176";"13019"
"962";4;"2";"2";"1";"2";;;"2";"3";"2";"2";"2";"1";"2";"2";"2";"2";"1";"1";"2";"2";"1";"1";"4";"1";"1";"1";"1";"2";"2";"1";"2";"1";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"1";"1";"2";"7";"5";"2";"3";"1";"0.591974321132642";"34962.6532738095"
"963";4;"2";"2";"2";"3";;;"1";"3";"2";"1";"1";"2";"2";"2";"2";"2";"1";"1";"2";"2";"1";"1";"5";"1";"1";"1";"2";"1";"2";"1";"2";"1";"1";"2";"1";"2";"2";"2";"1";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"4";"2";"1";"6";"4";"3";"2";"1";"1.48971612899922";"87974.5957446808"
"964";4;"3";"1";"2";"1";"1";"1";"1";"3";"2";"2";"2";"1";"2";"2";"2";"2";"1";"3";"2";"1";"1";"1";"5";"2";;;;;;;;"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2";"1";"5";"5";"2";"3";"1";"0.578717916904258";"34179.1381118881"
"965";4;"2";"1";"2";"3";;;"2";"4";"2";"1";"2";"2";"2";"2";"2";"2";"1";"1";"2";"2";"1";"1";"10";"2";;;;;;;;"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1";"2";"7";"3";"2";"3";"1";"0.591974321132642";"34962.6532738095"
"966";4;"3";"1";"1";"2";;;"1";"3";"1";"2";"2";"1";"2";"2";"2";"2";"1";"2";"2";"2";"1";"1";"3";"1";"1";"1";"2";"1";"2";"1";"2";"1";"1";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"5";"1";"1";"6";"1";"2";"2";"1";"1.48971612899922";"87974.5957446808"
"967";4;"2";"1";"1";"1";"1";"1";"1";"3";"2";"2";"1";"2";"2";"1";"2";"2";"1";"2";"2";"2";"1";"1";"4";"1";"1";"1";"2";"1";"2";"2";"2";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1";"2";"5";"2";"1";"2";"1";"1.01248037331643";"59797.1922146027"
"968";4;"3";"1";"1";"3";;;"2";"4";"2";"2";"2";"1";"2";"2";"2";"2";"1";"3";"2";"1";"1";"1";"4";"2";;;;;;;;"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2";"1";"2";"1";"5";"1";"1";"2.08693216351434";"123254.42251462"
"969";4;"2";"3";"1";"1";"1";"1";"1";"3";"2";"2";"2";"1";"2";"2";"1";"2";"1";"2";"2";"1";"1";"1";"4";"1";"1";"1";"2";"2";"2";"2";"2";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2";"1";"5";"5";"4";"3";"3";"1.18644970206827";"70071.85"
"970";4;"3";"1";"1";"1";"1";"1";"1";"3";"2";"2";"2";"1";"2";"2";"2";"2";"1";"2";"2";"1";"1";"1";"10";"2";;;;;;;;"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2";"1";"2";"1";"4";"3";"97";"1.85197527639383";"109377.845238095"
"971";4;"3";"2";"1";"1";"2";"1";"1";"3";"1";"2";"2";"2";"2";"2";"2";"2";"1";"2";"1";"1";"1";"1";"10";"1";"1";"1";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"1";"2";"97";"97";"97";"97";"97";"97";"97";"97";"97";"97";"97";"97";"97";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"1";"1";"1";"2";"1";"2";"2";"2";"2";"2";"2";"2";"7";"1";"2";"5";"7";"5";"2";"1";"1.30630519296431";"77150.5154797762"
"972";4;"3";"1";"1";"2";;;"1";"4";"2";"2";"2";"2";"2";"2";"1";"2";"1";"1";"2";"2";"1";"1";"10";"1";"1";"2";"2";"2";"1";"2";"2";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1";"2";"4";"6";"1";"1";"1";"1.60937484185362";"95049.8392857143"
"973";4;"2";"1";"2";"3";;;"1";"3";"2";"1";"2";"1";"2";"2";"2";"2";"1";"2";"2";"1";"1";"1";"10";"1";"1";"1";"2";"2";"2";"2";"2";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2";"1";"5";"1";"3";"1";"1";"1.36326731520585";"80514.7041223404"
